Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
24.06.23;19:58:01;1;0;0.1232;0.1422;0.1505;0.1300;0.1413;0.1491;0.1564;0.1461;0.128;0.046;0.037;0.110;
