Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.06.23;20:40:00;1;0;0.1466;0.1114;0.1320;0.1373;0.1466;0.1574;0.1320;0.1544;0.2727;0.2185;0.2752;0.2551;0.2923;0.3152;0.2542;0.2830;0.462;0.490;0.520;0.462;0.498;0.501;0.481;0.454;
