rack.position,F,Fm,Y,Date,PAR,file,Temp,rack.col
7,0.1139,0.1207,0.057,2023-06-26,0,12,38,Blue
1,0.1134,0.1178,0.037,2023-06-26,0,13,37,Pink
2,0.1393,0.153,0.089,2023-06-26,0,13,37,Pink
3,0.1349,0.1466,0.08,2023-06-26,0,13,37,Pink
4,0.1002,0.108,0.072,2023-06-26,0,13,37,Pink
5,0.129,0.1369,0.057,2023-06-26,0,13,37,Pink
6,0.0997,0.1046,0.047,2023-06-26,0,13,37,Pink
7,0.1266,0.1325,0.044,2023-06-26,0,13,37,Pink
8,0.1227,0.13,0.056,2023-06-26,0,13,37,Pink
1,0.1178,0.1227,0.04,2023-06-26,0,14,37,Orange
2,0.1564,0.1637,0.045,2023-06-26,0,14,37,Orange
3,0.1305,0.1359,0.04,2023-06-26,0,14,37,Orange
4,0.1188,0.13,0.086,2023-06-26,0,14,37,Orange
5,0.1149,0.1212,0.052,2023-06-26,0,14,37,Orange
6,0.1105,0.1207,0.085,2023-06-26,0,14,37,Orange
7,0.1183,0.1295,0.087,2023-06-26,0,14,37,Orange
8,0.1295,0.1334,0,2023-06-26,0,14,37,Orange
1,0.1158,0.131,0.116,2023-06-26,0,15,37,Yellow
2,0.1129,0.1271,0.112,2023-06-26,0,15,37,Yellow
3,0.1271,0.1408,0.097,2023-06-26,0,15,37,Yellow
4,0.1285,0.1427,0.099,2023-06-26,0,15,37,Yellow
5,0.1173,0.1281,0.084,2023-06-26,0,15,37,Yellow
6,0.132,0.1466,0.1,2023-06-26,0,15,37,Yellow
7,0.0816,0.0929,0.121,2023-06-26,0,15,37,Yellow
1,0.0665,0.0714,0.068,2023-06-26,0,16,37,Blue
2,0.1329,0.1452,0.084,2023-06-26,0,16,37,Blue
3,0.1452,0.1554,0.066,2023-06-26,0,16,37,Blue
4,0.153,0.1618,0.054,2023-06-26,0,16,37,Blue
5,0.1046,0.1207,0.134,2023-06-26,0,16,37,Blue
6,0.1212,0.1325,0.085,2023-06-26,0,16,37,Blue
7,0.154,0.1642,0.063,2023-06-26,0,16,37,Blue
1,0.1955,0.2102,0.07,2023-06-26,0,17,36,Pink
2,0.1769,0.2273,0.222,2023-06-26,0,17,36,Pink
3,0.1794,0.2019,0.111,2023-06-26,0,17,36,Pink
4,0.1843,0.2072,0.111,2023-06-26,0,17,36,Pink
5,0.1911,0.2082,0.082,2023-06-26,0,17,36,Pink
6,0.1818,0.2302,0.21,2023-06-26,0,17,36,Pink
7,0.1906,0.2058,0.074,2023-06-26,0,17,36,Pink
8,0.1632,0.1916,0.148,2023-06-26,0,17,36,Pink
1,0.1261,0.1339,0.058,2023-06-26,0,18,36,Orange
2,0.1271,0.1354,0.061,2023-06-26,0,18,36,Orange
3,0.1364,0.1471,0.073,2023-06-26,0,18,36,Orange
4,0.1496,0.1642,0.089,2023-06-26,0,18,36,Orange
5,0.1241,0.1315,0.056,2023-06-26,0,18,36,Orange
6,0.1256,0.1461,0.14,2023-06-26,0,18,36,Orange
7,0.1031,0.1227,0.159,2023-06-26,0,18,36,Orange
8,0.1364,0.15,0.091,2023-06-26,0,18,36,Orange
1,0.1251,0.1393,0.102,2023-06-26,0,19,36,Yellow
2,0.1217,0.1447,0.159,2023-06-26,0,19,36,Yellow
3,0.1271,0.1417,0.103,2023-06-26,0,19,36,Yellow
4,0.1222,0.1442,0.153,2023-06-26,0,19,36,Yellow
5,0.1114,0.1344,0.171,2023-06-26,0,19,36,Yellow
6,0.1281,0.1442,0.112,2023-06-26,0,19,36,Yellow
7,0.1134,0.1344,0.156,2023-06-26,0,19,36,Yellow
1,0.1251,0.2786,0.551,2023-06-26,0,2,30,Orange
2,0.1197,0.2752,0.565,2023-06-26,0,2,30,Orange
3,0.1246,0.2786,0.553,2023-06-26,0,2,30,Orange
4,0.1427,0.2952,0.517,2023-06-26,0,2,30,Orange
5,0.1241,0.2654,0.532,2023-06-26,0,2,30,Orange
6,0.1525,0.3548,0.57,2023-06-26,0,2,30,Orange
7,0.1305,0.2732,0.522,2023-06-26,0,2,30,Orange
8,0.132,0.2845,0.536,2023-06-26,0,2,30,Orange
1,0.1139,0.129,0.117,2023-06-26,0,20,36,Blue
2,0.0929,0.107,0.132,2023-06-26,0,20,36,Blue
3,0.1227,0.1339,0.084,2023-06-26,0,20,36,Blue
4,0.1188,0.1452,0.182,2023-06-26,0,20,36,Blue
5,0.1334,0.153,0.128,2023-06-26,0,20,36,Blue
6,0.1173,0.1261,0.07,2023-06-26,0,20,36,Blue
7,0.1261,0.1373,0.082,2023-06-26,0,20,36,Blue
1,0.1593,0.197,0.191,2023-06-26,0,21,35,Pink
2,0.1334,0.1774,0.248,2023-06-26,0,21,35,Pink
3,0.1217,0.1818,0.331,2023-06-26,0,21,35,Pink
4,0.1266,0.194,0.348,2023-06-26,0,21,35,Pink
5,0.1476,0.2033,0.274,2023-06-26,0,21,35,Pink
6,0.1178,0.1447,0.186,2023-06-26,0,21,35,Pink
7,0.131,0.1686,0.223,2023-06-26,0,21,35,Pink
8,0.129,0.1926,0.33,2023-06-26,0,21,35,Pink
1,0.1325,0.1911,0.307,2023-06-26,0,22,35,Orange
2,0.1437,0.1794,0.199,2023-06-26,0,22,35,Orange
3,0.1647,0.2067,0.203,2023-06-26,0,22,35,Orange
4,0.1784,0.2229,0.2,2023-06-26,0,22,35,Orange
5,0.1364,0.1843,0.26,2023-06-26,0,22,35,Orange
6,0.1496,0.2248,0.335,2023-06-26,0,22,35,Orange
7,0.1686,0.219,0.23,2023-06-26,0,22,35,Orange
8,0.1784,0.2116,0.157,2023-06-26,0,22,35,Orange
1,0.1222,0.1823,0.33,2023-06-26,0,23,35,Yellow
2,0.1246,0.1686,0.261,2023-06-26,0,23,35,Yellow
3,0.1276,0.1691,0.246,2023-06-26,0,23,35,Yellow
4,0.1251,0.1774,0.295,2023-06-26,0,23,35,Yellow
5,0.1491,0.2043,0.27,2023-06-26,0,23,35,Yellow
6,0.1183,0.1813,0.348,2023-06-26,0,23,35,Yellow
7,0.153,0.2058,0.257,2023-06-26,0,23,35,Yellow
1,0.1285,0.216,0.405,2023-06-26,0,24,35,Blue
2,0.107,0.1452,0.263,2023-06-26,0,24,35,Blue
3,0.1417,0.217,0.347,2023-06-26,0,24,35,Blue
4,0.1373,0.2072,0.337,2023-06-26,0,24,35,Blue
5,0.1466,0.197,0.256,2023-06-26,0,24,35,Blue
6,0.1417,0.1911,0.258,2023-06-26,0,24,35,Blue
7,0.1447,0.2043,0.292,2023-06-26,0,24,35,Blue
1,0.1403,0.2493,0.437,2023-06-26,0,25,34,Pink
2,0.1051,0.2023,0.481,2023-06-26,0,25,34,Pink
3,0.1388,0.2766,0.498,2023-06-26,0,25,34,Pink
4,0.1383,0.2869,0.518,2023-06-26,0,25,34,Pink
5,0.1632,0.2698,0.395,2023-06-26,0,25,34,Pink
6,0.1271,0.2317,0.451,2023-06-26,0,25,34,Pink
7,0.1193,0.2224,0.464,2023-06-26,0,25,34,Pink
8,0.13,0.2512,0.482,2023-06-26,0,25,34,Pink
1,0.1413,0.2121,0.334,2023-06-26,0,26,34,Orange
2,0.1251,0.2361,0.47,2023-06-26,0,26,34,Orange
3,0.1544,0.2551,0.395,2023-06-26,0,26,34,Orange
4,0.1828,0.2708,0.325,2023-06-26,0,26,34,Orange
5,0.1369,0.2346,0.417,2023-06-26,0,26,34,Orange
6,0.129,0.2395,0.461,2023-06-26,0,26,34,Orange
7,0.1667,0.2542,0.344,2023-06-26,0,26,34,Orange
8,0.1735,0.2454,0.293,2023-06-26,0,26,34,Orange
1,0.132,0.2239,0.41,2023-06-26,0,27,34,Yellow
2,0.1359,0.2478,0.452,2023-06-26,0,27,34,Yellow
3,0.1276,0.2312,0.448,2023-06-26,0,27,34,Yellow
4,0.153,0.2351,0.349,2023-06-26,0,27,34,Yellow
5,0.1393,0.2537,0.451,2023-06-26,0,27,34,Yellow
6,0.1315,0.2341,0.438,2023-06-26,0,27,34,Yellow
7,0.1193,0.2419,0.507,2023-06-26,0,27,34,Yellow
1,0.1559,0.2331,0.331,2023-06-26,0,28,34,Blue
2,0.1246,0.1632,0.237,2023-06-26,0,28,34,Blue
3,0.1241,0.2278,0.455,2023-06-26,0,28,34,Blue
4,0.1554,0.261,0.404,2023-06-26,0,28,34,Blue
5,0.1525,0.2185,0.302,2023-06-26,0,28,34,Blue
6,0.1672,0.2449,0.317,2023-06-26,0,28,34,Blue
7,0.1437,0.2234,0.357,2023-06-26,0,28,34,Blue
1,0.1496,0.2566,0.417,2023-06-26,0,29,33,Pink
2,0.1261,0.2791,0.548,2023-06-26,0,29,33,Pink
3,0.1232,0.2625,0.531,2023-06-26,0,29,33,Pink
4,0.1364,0.303,0.55,2023-06-26,0,29,33,Pink
5,0.1271,0.2717,0.532,2023-06-26,0,29,33,Pink
6,0.1202,0.2576,0.533,2023-06-26,0,29,33,Pink
7,0.1212,0.2581,0.53,2023-06-26,0,29,33,Pink
8,0.1256,0.2595,0.516,2023-06-26,0,29,33,Pink
1,0.0987,0.2033,0.514,2023-06-26,0,3,30,Yellow
2,0.0982,0.1935,0.492,2023-06-26,0,3,30,Yellow
3,0.1007,0.2063,0.512,2023-06-26,0,3,30,Yellow
4,0.109,0.2136,0.49,2023-06-26,0,3,30,Yellow
5,0.0958,0.196,0.511,2023-06-26,0,3,30,Yellow
6,0.0929,0.1979,0.531,2023-06-26,0,3,30,Yellow
7,0.0855,0.1804,0.526,2023-06-26,0,3,30,Yellow
1,0.1325,0.2947,0.551,2023-06-26,0,30,33,Orange
2,0.1251,0.2674,0.532,2023-06-26,0,30,33,Orange
3,0.1315,0.2669,0.507,2023-06-26,0,30,33,Orange
4,0.15,0.2742,0.453,2023-06-26,0,30,33,Orange
5,0.1344,0.2644,0.492,2023-06-26,0,30,33,Orange
6,0.1261,0.2801,0.55,2023-06-26,0,30,33,Orange
7,0.1256,0.2703,0.535,2023-06-26,0,30,33,Orange
8,0.1378,0.2605,0.471,2023-06-26,0,30,33,Orange
1,0.1266,0.2937,0.569,2023-06-26,0,31,33,Yellow
2,0.1364,0.3148,0.567,2023-06-26,0,31,33,Yellow
3,0.1281,0.2986,0.571,2023-06-26,0,31,33,Yellow
4,0.1285,0.2674,0.519,2023-06-26,0,31,33,Yellow
5,0.1241,0.2644,0.53,2023-06-26,0,31,33,Yellow
6,0.1222,0.2248,0.457,2023-06-26,0,31,33,Yellow
7,0.1149,0.2424,0.526,2023-06-26,0,31,33,Yellow
1,0.1261,0.2468,0.489,2023-06-26,0,32,33,Blue
2,0.1105,0.1789,0.383,2023-06-26,0,32,33,Blue
3,0.1222,0.2586,0.527,2023-06-26,0,32,33,Blue
4,0.1197,0.2429,0.507,2023-06-26,0,32,33,Blue
5,0.1378,0.2444,0.436,2023-06-26,0,32,33,Blue
6,0.1246,0.2527,0.507,2023-06-26,0,32,33,Blue
7,0.1227,0.263,0.533,2023-06-26,0,32,33,Blue
1,0.1153,0.2429,0.525,2023-06-26,0,4,30,Blue
2,0.1041,0.1955,0.468,2023-06-26,0,4,30,Blue
3,0.1261,0.2576,0.51,2023-06-26,0,4,30,Blue
4,0.1207,0.2527,0.522,2023-06-26,0,4,30,Blue
5,0.1246,0.2766,0.549,2023-06-26,0,4,30,Blue
6,0.1124,0.2307,0.513,2023-06-26,0,4,30,Blue
7,0.1227,0.2742,0.553,2023-06-26,0,4,30,Blue
1,0.1354,0.2595,0.478,2023-06-26,0,5,32,Pink
2,0.1246,0.2239,0.443,2023-06-26,0,5,32,Pink
3,0.1354,0.2664,0.492,2023-06-26,0,5,32,Pink
4,0.132,0.2674,0.506,2023-06-26,0,5,32,Pink
5,0.1305,0.2615,0.501,2023-06-26,0,5,32,Pink
6,0.1212,0.2542,0.523,2023-06-26,0,5,32,Pink
7,0.13,0.2634,0.506,2023-06-26,0,5,32,Pink
8,0.1334,0.2742,0.513,2023-06-26,0,5,32,Pink
1,0.1227,0.2395,0.488,2023-06-26,0,6,32,Orange
2,0.1036,0.2224,0.534,2023-06-26,0,6,32,Orange
3,0.1105,0.2019,0.453,2023-06-26,0,6,32,Orange
4,0.1105,0.24,0.54,2023-06-26,0,6,32,Orange
5,0.1022,0.2107,0.515,2023-06-26,0,6,32,Orange
6,0.1158,0.2527,0.542,2023-06-26,0,6,32,Orange
7,0.1119,0.2361,0.526,2023-06-26,0,6,32,Orange
8,0.1344,0.2713,0.505,2023-06-26,0,6,32,Orange
1,0.1325,0.2732,0.515,2023-06-26,0,7,32,Yellow
2,0.1334,0.2791,0.522,2023-06-26,0,7,32,Yellow
3,0.13,0.2791,0.534,2023-06-26,0,7,32,Yellow
4,0.1295,0.2669,0.515,2023-06-26,0,7,32,Yellow
5,0.1232,0.2625,0.531,2023-06-26,0,7,32,Yellow
6,0.1261,0.2722,0.537,2023-06-26,0,7,32,Yellow
7,0.1232,0.2713,0.546,2023-06-26,0,7,32,Yellow
1,0.1158,0.2444,0.526,2023-06-26,0,8,32,Blue
2,0.1002,0.1999,0.499,2023-06-26,0,8,32,Blue
3,0.1193,0.2571,0.536,2023-06-26,0,8,32,Blue
4,0.1315,0.2796,0.53,2023-06-26,0,8,32,Blue
5,0.1232,0.2605,0.527,2023-06-26,0,8,32,Blue
6,0.1261,0.2576,0.51,2023-06-26,0,8,32,Blue
7,0.1251,0.2722,0.54,2023-06-26,0,8,32,Blue
1,0.063,0.065,0,2023-06-26,0,9,38,Pink
2,0.0948,0.1158,0.181,2023-06-26,0,9,38,Pink
3,0.2825,0.2962,0.046,2023-06-26,0,9,38,Pink
4,0.0577,0.0591,0,2023-06-26,0,9,38,Pink
5,0.1525,0.173,0.119,2023-06-26,0,9,38,Pink
6,0.13,0.1471,0.116,2023-06-26,0,9,38,Pink
7,0.0767,0.0875,0.123,2023-06-26,0,9,38,Pink
8,0.1022,0.1188,0.14,2023-06-26,0,9,38,Pink
