rack.position,F,Fm,Y,Date,PAR,file,Temp,rack.col
10,0.1373,0.2708,0.493,2023-06-20,0,17,33,Blue
11,0.1383,0.2664,0.481,2023-06-20,0,17,33,Blue
12,0.1325,0.2542,0.479,2023-06-20,0,17,33,Blue
1,0.153,0.2957,0.483,2023-06-20,0,18,33,Pink
2,0.1393,0.2688,0.482,2023-06-20,0,18,33,Pink
3,0.1266,0.2537,0.501,2023-06-20,0,18,33,Pink
4,0.132,0.2654,0.503,2023-06-20,0,18,33,Pink
5,0.1471,0.2972,0.505,2023-06-20,0,18,33,Pink
6,0.1608,0.3123,0.485,2023-06-20,0,18,33,Pink
7,0.1388,0.282,0.508,2023-06-20,0,18,33,Pink
8,0.1657,0.3157,0.475,2023-06-20,0,18,33,Pink
9,0.1481,0.2835,0.478,2023-06-20,0,18,33,Pink
10,0.1344,0.2551,0.473,2023-06-20,0,18,33,Pink
11,0.1217,0.2414,0.496,2023-06-20,0,18,33,Pink
12,0.1281,0.2551,0.498,2023-06-20,0,18,33,Pink
13,0.129,0.2605,0.505,2023-06-20,0,18,33,Pink
14,0.1217,0.2317,0.475,2023-06-20,0,18,33,Pink
15,0.1442,0.2928,0.508,2023-06-20,0,18,33,Pink
16,0.1745,0.328,0.468,2023-06-20,0,18,33,Pink
1,0.132,0.2639,0.5,2023-06-20,0,19,32,Orange
2,0.1393,0.2639,0.472,2023-06-20,0,19,32,Orange
3,0.1364,0.2805,0.514,2023-06-20,0,19,32,Orange
4,0.1452,0.2952,0.508,2023-06-20,0,19,32,Orange
5,0.1481,0.2947,0.498,2023-06-20,0,19,32,Orange
6,0.1413,0.281,0.497,2023-06-20,0,19,32,Orange
7,0.1383,0.2727,0.493,2023-06-20,0,19,32,Orange
8,0.1349,0.2502,0.461,2023-06-20,0,19,32,Orange
9,0.13,0.2644,0.508,2023-06-20,0,19,32,Orange
10,0.1437,0.2678,0.464,2023-06-20,0,19,32,Orange
11,0.1383,0.2825,0.51,2023-06-20,0,19,32,Orange
12,0.1432,0.2913,0.508,2023-06-20,0,19,32,Orange
13,0.1383,0.2722,0.492,2023-06-20,0,19,32,Orange
14,0.1427,0.281,0.492,2023-06-20,0,19,32,Orange
15,0.1437,0.2796,0.486,2023-06-20,0,19,32,Orange
16,0.1535,0.284,0.46,2023-06-20,0,19,32,Orange
1,0.1061,0.1075,0,2023-06-20,0,2,38,Blue
2,0.1158,0.1173,0,2023-06-20,0,2,38,Blue
3,0.0909,0.0934,0,2023-06-20,0,2,38,Blue
4,0.1413,0.1432,0,2023-06-20,0,2,38,Blue
5,0.2644,0.2747,0.037,2023-06-20,0,2,38,Blue
6,0.1134,0.1129,0,2023-06-20,0,2,38,Blue
7,0.1447,0.1466,0,2023-06-20,0,2,38,Blue
8,0.1002,0.1007,0,2023-06-20,0,2,38,Blue
9,0.1197,0.1217,0,2023-06-20,0,2,38,Blue
10,0.1305,0.131,0,2023-06-20,0,2,38,Blue
11,0.3172,0.3231,0.018,2023-06-20,0,2,38,Blue
12,0.0777,0.0816,0,2023-06-20,0,2,38,Blue
1,0.1471,0.2854,0.485,2023-06-20,0,20,32,Blue
2,0.1369,0.2639,0.481,2023-06-20,0,20,32,Blue
3,0.1457,0.3025,0.519,2023-06-20,0,20,32,Blue
4,0.1491,0.283,0.473,2023-06-20,0,20,32,Blue
5,0.1515,0.3001,0.495,2023-06-20,0,20,32,Blue
6,0.1344,0.2698,0.502,2023-06-20,0,20,32,Blue
7,0.1305,0.2576,0.493,2023-06-20,0,20,32,Blue
8,0.1437,0.2737,0.475,2023-06-20,0,20,32,Blue
9,0.1158,0.2424,0.522,2023-06-20,0,20,32,Blue
10,0.152,0.2893,0.475,2023-06-20,0,20,32,Blue
11,0.1471,0.2913,0.495,2023-06-20,0,20,32,Blue
12,0.1452,0.2732,0.469,2023-06-20,0,20,32,Blue
1,0.131,0.2473,0.47,2023-06-20,0,21,32,Pink
2,0.1388,0.2717,0.489,2023-06-20,0,21,32,Pink
3,0.1251,0.2424,0.484,2023-06-20,0,21,32,Pink
4,0.1315,0.263,0.5,2023-06-20,0,21,32,Pink
5,0.131,0.2654,0.506,2023-06-20,0,21,32,Pink
6,0.1515,0.2796,0.458,2023-06-20,0,21,32,Pink
7,0.132,0.238,0.446,2023-06-20,0,21,32,Pink
8,0.1603,0.3035,0.472,2023-06-20,0,21,32,Pink
9,0.1437,0.2796,0.486,2023-06-20,0,21,32,Pink
10,0.1452,0.2615,0.445,2023-06-20,0,21,32,Pink
11,0.1388,0.2757,0.496,2023-06-20,0,21,32,Pink
12,0.1359,0.2674,0.492,2023-06-20,0,21,32,Pink
13,0.1334,0.2644,0.495,2023-06-20,0,21,32,Pink
14,0.1461,0.2713,0.461,2023-06-20,0,21,32,Pink
15,0.1364,0.2688,0.493,2023-06-20,0,21,32,Pink
16,0.1124,0.2151,0.477,2023-06-20,0,21,32,Pink
1,0.1256,0.2546,0.507,2023-06-20,0,22,30,Orange
2,0.1496,0.2898,0.484,2023-06-20,0,22,30,Orange
3,0.1339,0.2786,0.519,2023-06-20,0,22,30,Orange
4,0.1364,0.262,0.479,2023-06-20,0,22,30,Orange
5,0.1442,0.2889,0.501,2023-06-20,0,22,30,Orange
6,0.1505,0.2874,0.476,2023-06-20,0,22,30,Orange
7,0.1549,0.3045,0.491,2023-06-20,0,22,30,Orange
8,0.1471,0.2947,0.501,2023-06-20,0,22,30,Orange
9,0.131,0.2649,0.506,2023-06-20,0,22,30,Orange
10,0.1413,0.2683,0.474,2023-06-20,0,22,30,Orange
11,0.1237,0.2537,0.513,2023-06-20,0,22,30,Orange
12,0.1369,0.2522,0.457,2023-06-20,0,22,30,Orange
13,0.1349,0.2698,0.5,2023-06-20,0,22,30,Orange
14,0.1403,0.2669,0.474,2023-06-20,0,22,30,Orange
15,0.1427,0.2801,0.49,2023-06-20,0,22,30,Orange
16,0.1447,0.2864,0.495,2023-06-20,0,22,30,Orange
1,0.131,0.2654,0.506,2023-06-20,0,23,30,Blue
2,0.1364,0.2634,0.482,2023-06-20,0,23,30,Blue
3,0.1188,0.2444,0.514,2023-06-20,0,23,30,Blue
4,0.1496,0.2908,0.486,2023-06-20,0,23,30,Blue
5,0.1588,0.2947,0.461,2023-06-20,0,23,30,Blue
6,0.1549,0.3094,0.499,2023-06-20,0,23,30,Blue
7,0.15,0.2947,0.491,2023-06-20,0,23,30,Blue
8,0.1447,0.2747,0.473,2023-06-20,0,23,30,Blue
9,0.1315,0.2551,0.485,2023-06-20,0,23,30,Blue
10,0.1486,0.2889,0.486,2023-06-20,0,23,30,Blue
11,0.1505,0.2805,0.463,2023-06-20,0,23,30,Blue
12,0.1285,0.2527,0.491,2023-06-20,0,23,30,Blue
1,0.15,0.2845,0.473,2023-06-20,0,24,30,Pink
2,0.1212,0.2366,0.488,2023-06-20,0,24,30,Pink
3,0.1237,0.2532,0.512,2023-06-20,0,24,30,Pink
4,0.1486,0.2879,0.484,2023-06-20,0,24,30,Pink
5,0.1461,0.2898,0.496,2023-06-20,0,24,30,Pink
6,0.1618,0.3065,0.472,2023-06-20,0,24,30,Pink
7,0.1598,0.3143,0.491,2023-06-20,0,24,30,Pink
8,0.1476,0.2849,0.482,2023-06-20,0,24,30,Pink
9,0.1544,0.2947,0.476,2023-06-20,0,24,30,Pink
10,0.1393,0.2674,0.479,2023-06-20,0,24,30,Pink
11,0.1354,0.261,0.481,2023-06-20,0,24,30,Pink
12,0.1315,0.2605,0.495,2023-06-20,0,24,30,Pink
13,0.1364,0.2693,0.494,2023-06-20,0,24,30,Pink
14,0.154,0.2918,0.472,2023-06-20,0,24,30,Pink
15,0.0973,0.1906,0.49,2023-06-20,0,24,30,Pink
16,0.132,0.2517,0.476,2023-06-20,0,24,30,Pink
1,0.0674,0.0714,0,2023-06-20,0,3,38,Pink
2,0.1398,0.1452,0.037,2023-06-20,0,3,38,Pink
3,0.1588,0.1647,0.036,2023-06-20,0,3,38,Pink
4,0.1183,0.1197,0,2023-06-20,0,3,38,Pink
5,0.1706,0.1735,0,2023-06-20,0,3,38,Pink
6,0.15,0.152,0,2023-06-20,0,3,38,Pink
7,0.0718,0.0748,0,2023-06-20,0,3,38,Pink
8,0.1398,0.1471,0.05,2023-06-20,0,3,38,Pink
9,0.1945,0.2004,0.029,2023-06-20,0,3,38,Pink
10,0.1584,0.1652,0.041,2023-06-20,0,3,38,Pink
11,0.1144,0.1178,0,2023-06-20,0,3,38,Pink
12,0.1095,0.1144,0.043,2023-06-20,0,3,38,Pink
13,0.1608,0.1637,0,2023-06-20,0,3,38,Pink
14,0.0958,0.0992,0,2023-06-20,0,3,38,Pink
1,0.1369,0.1486,0.079,2023-06-20,0,4,37,Orange
2,0.1188,0.1281,0.073,2023-06-20,0,4,37,Orange
3,0.1706,0.1804,0.054,2023-06-20,0,4,37,Orange
4,0.1344,0.1442,0.068,2023-06-20,0,4,37,Orange
5,0.1745,0.1857,0.061,2023-06-20,0,4,37,Orange
6,0.1427,0.1491,0.043,2023-06-20,0,4,37,Orange
7,0.173,0.1764,0,2023-06-20,0,4,37,Orange
8,0.1065,0.1109,0.04,2023-06-20,0,4,37,Orange
9,0.1549,0.1618,0.042,2023-06-20,0,4,37,Orange
10,0.1393,0.1486,0.063,2023-06-20,0,4,37,Orange
11,0.1603,0.1701,0.057,2023-06-20,0,4,37,Orange
12,0.1373,0.1442,0.047,2023-06-20,0,4,37,Orange
13,0.1808,0.1935,0.066,2023-06-20,0,4,37,Orange
14,0.1276,0.1339,0.047,2023-06-20,0,4,37,Orange
15,0.1794,0.1828,0,2023-06-20,0,4,37,Orange
16,0.1002,0.1046,0.042,2023-06-20,0,4,37,Orange
1,0.089,0.0934,0.047,2023-06-20,0,5,37,Blue
2,0.1007,0.1046,0,2023-06-20,0,5,37,Blue
3,0.0929,0.0992,0.064,2023-06-20,0,5,37,Blue
4,0.1237,0.1281,0.034,2023-06-20,0,5,37,Blue
5,0.1725,0.1794,0.038,2023-06-20,0,5,37,Blue
6,0.1222,0.1266,0.035,2023-06-20,0,5,37,Blue
7,0.1222,0.1246,0,2023-06-20,0,5,37,Blue
8,0.1496,0.1535,0,2023-06-20,0,5,37,Blue
9,0.1139,0.1202,0.053,2023-06-20,0,5,37,Blue
10,0.1408,0.1471,0.043,2023-06-20,0,5,37,Blue
11,0.1598,0.1628,0,2023-06-20,0,5,37,Blue
12,0.1437,0.1481,0.03,2023-06-20,0,5,37,Blue
1,0.1232,0.1232,0,2023-06-20,0,6,37,Pink
2,0.1344,0.1427,0.058,2023-06-20,0,6,37,Pink
3,0.2121,0.2224,0.046,2023-06-20,0,6,37,Pink
4,0.1549,0.1613,0.039,2023-06-20,0,6,37,Pink
5,0.1735,0.1843,0.058,2023-06-20,0,6,37,Pink
6,0.1212,0.1261,0.039,2023-06-20,0,6,37,Pink
7,0.1598,0.1632,0,2023-06-20,0,6,37,Pink
8,0.0523,0.0557,0,2023-06-20,0,6,37,Pink
9,0.1124,0.1144,0,2023-06-20,0,6,37,Pink
10,0.153,0.1632,0.063,2023-06-20,0,6,37,Pink
11,0.1877,0.1979,0.052,2023-06-20,0,6,37,Pink
12,0.1476,0.154,0.041,2023-06-20,0,6,37,Pink
13,0.1632,0.1725,0.054,2023-06-20,0,6,37,Pink
14,0.1784,0.1852,0.037,2023-06-20,0,6,37,Pink
15,0.1623,0.1657,0,2023-06-20,0,6,37,Pink
16,0.0816,0.0855,0,2023-06-20,0,6,37,Pink
1,0.1261,0.1339,0.058,2023-06-20,0,7,36,Orange
2,0.1183,0.1276,0.073,2023-06-20,0,7,36,Orange
3,0.1383,0.1491,0.072,2023-06-20,0,7,36,Orange
4,0.1393,0.1628,0.144,2023-06-20,0,7,36,Orange
5,0.1691,0.2116,0.201,2023-06-20,0,7,36,Orange
6,0.1246,0.1344,0.073,2023-06-20,0,7,36,Orange
7,0.1672,0.1779,0.06,2023-06-20,0,7,36,Orange
8,0.1232,0.1432,0.14,2023-06-20,0,7,36,Orange
9,0.1222,0.1295,0.057,2023-06-20,0,7,36,Orange
10,0.131,0.1393,0.06,2023-06-20,0,7,36,Orange
11,0.1349,0.1427,0.055,2023-06-20,0,7,36,Orange
12,0.132,0.152,0.132,2023-06-20,0,7,36,Orange
13,0.1535,0.1955,0.215,2023-06-20,0,7,36,Orange
14,0.1202,0.131,0.082,2023-06-20,0,7,36,Orange
15,0.1544,0.1623,0.048,2023-06-20,0,7,36,Orange
16,0.1144,0.132,0.133,2023-06-20,0,7,36,Orange
1,0.1222,0.1403,0.129,2023-06-20,0,8,36,Blue
2,0.1276,0.1515,0.158,2023-06-20,0,8,36,Blue
3,0.1197,0.1325,0.096,2023-06-20,0,8,36,Blue
4,0.1271,0.1491,0.148,2023-06-20,0,8,36,Blue
5,0.1202,0.1334,0.099,2023-06-20,0,8,36,Blue
6,0.1144,0.129,0.114,2023-06-20,0,8,36,Blue
7,0.1212,0.1364,0.111,2023-06-20,0,8,36,Blue
8,0.1022,0.1124,0.091,2023-06-20,0,8,36,Blue
9,0.1153,0.1393,0.172,2023-06-20,0,8,36,Blue
10,0.1354,0.15,0.098,2023-06-20,0,8,36,Blue
1,0.1808,0.2014,0.102,2023-06-20,0,9,36,Pink
2,0.1725,0.2028,0.149,2023-06-20,0,9,36,Pink
3,0.1403,0.152,0.077,2023-06-20,0,9,36,Pink
4,0.1144,0.1261,0.093,2023-06-20,0,9,36,Pink
5,0.1833,0.2111,0.132,2023-06-20,0,9,36,Pink
6,0.2302,0.2449,0.06,2023-06-20,0,9,36,Pink
7,0.1921,0.2111,0.09,2023-06-20,0,9,36,Pink
8,0.0821,0.1031,0.204,2023-06-20,0,9,36,Pink
9,0.1882,0.2072,0.092,2023-06-20,0,9,36,Pink
10,0.1852,0.2214,0.163,2023-06-20,0,9,36,Pink
11,0.1457,0.1603,0.091,2023-06-20,0,9,36,Pink
12,0.132,0.1452,0.091,2023-06-20,0,9,36,Pink
13,0.1628,0.1882,0.135,2023-06-20,0,9,36,Pink
14,0.2268,0.2361,0.039,2023-06-20,0,9,36,Pink
15,0.1486,0.1735,0.144,2023-06-20,0,9,36,Pink
16,0.0782,0.1022,0.234,2023-06-20,0,9,36,Pink
