rack.position,F,Fm,Y,Date,PAR,file,Temp,rack.col
6,0.2175,0.2234,0.026,2023-06-24,0,14,37,Orange
7,0.1129,0.1193,0.053,2023-06-24,0,14,37,Orange
8,0.2155,0.2214,0.026,2023-06-24,0,14,37,Orange
1,0.1789,0.197,0.092,2023-06-24,0,15,37,Yellow
2,0.1325,0.1432,0.075,2023-06-24,0,15,37,Yellow
3,0.085,0.0899,0.054,2023-06-24,0,15,37,Yellow
4,0.129,0.1569,0.178,2023-06-24,0,15,37,Yellow
5,0.1945,0.2058,0.055,2023-06-24,0,15,37,Yellow
6,0.1383,0.1452,0.047,2023-06-24,0,15,37,Yellow
1,0.1515,0.1569,0.034,2023-06-24,0,16,37,Blue
2,0.1632,0.1686,0.032,2023-06-24,0,16,37,Blue
3,0.1896,0.197,0.037,2023-06-24,0,16,37,Blue
4,0.1911,0.1965,0.027,2023-06-24,0,16,37,Blue
1,0.1476,0.1544,0.044,2023-06-24,0,17,36,Pink
2,0.1388,0.1574,0.118,2023-06-24,0,17,36,Pink
3,0.1442,0.1657,0.13,2023-06-24,0,17,36,Pink
4,0.1344,0.1447,0.071,2023-06-24,0,17,36,Pink
5,0.1588,0.1652,0.038,2023-06-24,0,17,36,Pink
6,0.1276,0.1413,0.097,2023-06-24,0,17,36,Pink
7,0.1344,0.1525,0.119,2023-06-24,0,17,36,Pink
8,0.1457,0.1569,0.072,2023-06-24,0,17,36,Pink
1,0.1452,0.1574,0.078,2023-06-24,0,18,36,Orange
2,0.1378,0.1755,0.214,2023-06-24,0,18,36,Orange
3,0.1461,0.1549,0.057,2023-06-24,0,18,36,Orange
4,0.1364,0.1427,0.045,2023-06-24,0,18,36,Orange
5,0.1378,0.1642,0.161,2023-06-24,0,18,36,Orange
6,0.1388,0.1535,0.096,2023-06-24,0,18,36,Orange
7,0.1623,0.172,0.057,2023-06-24,0,18,36,Orange
8,0.1373,0.1461,0.06,2023-06-24,0,18,36,Orange
1,0.1476,0.1696,0.13,2023-06-24,0,19,36,Yellow
2,0.1417,0.1593,0.11,2023-06-24,0,19,36,Yellow
3,0.129,0.1393,0.074,2023-06-24,0,19,36,Yellow
4,0.1623,0.2107,0.23,2023-06-24,0,19,36,Yellow
5,0.1618,0.1779,0.091,2023-06-24,0,19,36,Yellow
6,0.1129,0.1227,0.08,2023-06-24,0,19,36,Yellow
1,0.1628,0.3314,0.509,2023-06-24,0,2,30,Orange
2,0.1794,0.3524,0.491,2023-06-24,0,2,30,Orange
3,0.1804,0.3416,0.472,2023-06-24,0,2,30,Orange
4,0.2033,0.4115,0.506,2023-06-24,0,2,30,Orange
5,0.1696,0.3426,0.505,2023-06-24,0,2,30,Orange
6,0.1794,0.3881,0.538,2023-06-24,0,2,30,Orange
7,0.1857,0.3734,0.503,2023-06-24,0,2,30,Orange
8,0.1877,0.3798,0.506,2023-06-24,0,2,30,Orange
1,0.1232,0.1413,0.128,2023-06-24,0,20,36,Blue
2,0.1422,0.1491,0.046,2023-06-24,0,20,36,Blue
3,0.1505,0.1564,0.037,2023-06-24,0,20,36,Blue
4,0.13,0.1461,0.11,2023-06-24,0,20,36,Blue
1,0.1481,0.1716,0.137,2023-06-24,0,21,35,Pink
2,0.1398,0.175,0.201,2023-06-24,0,21,35,Pink
3,0.1637,0.1896,0.137,2023-06-24,0,21,35,Pink
4,0.1339,0.1608,0.167,2023-06-24,0,21,35,Pink
5,0.1603,0.1745,0.081,2023-06-24,0,21,35,Pink
6,0.1276,0.1608,0.207,2023-06-24,0,21,35,Pink
7,0.1266,0.1642,0.229,2023-06-24,0,21,35,Pink
8,0.1329,0.1608,0.173,2023-06-24,0,21,35,Pink
1,0.1505,0.1833,0.179,2023-06-24,0,22,35,Orange
2,0.1251,0.1549,0.192,2023-06-24,0,22,35,Orange
3,0.1349,0.1769,0.238,2023-06-24,0,22,35,Orange
4,0.1486,0.1935,0.232,2023-06-24,0,22,35,Orange
5,0.1339,0.2043,0.344,2023-06-24,0,22,35,Orange
6,0.1149,0.1569,0.268,2023-06-24,0,22,35,Orange
7,0.1432,0.1794,0.202,2023-06-24,0,22,35,Orange
8,0.1241,0.1667,0.255,2023-06-24,0,22,35,Orange
1,0.1339,0.197,0.32,2023-06-24,0,23,35,Yellow
2,0.1447,0.1906,0.241,2023-06-24,0,23,35,Yellow
3,0.1163,0.1804,0.355,2023-06-24,0,23,35,Yellow
4,0.1383,0.239,0.421,2023-06-24,0,23,35,Yellow
5,0.1295,0.196,0.339,2023-06-24,0,23,35,Yellow
6,0.1158,0.1466,0.21,2023-06-24,0,23,35,Yellow
1,0.1315,0.1862,0.294,2023-06-24,0,24,35,Blue
2,0.1388,0.1725,0.195,2023-06-24,0,24,35,Blue
3,0.151,0.1887,0.199,2023-06-24,0,24,35,Blue
4,0.1466,0.1955,0.25,2023-06-24,0,24,35,Blue
1,0.1408,0.1735,0.189,2023-06-24,0,25,34,Pink
2,0.1628,0.1887,0.137,2023-06-24,0,25,34,Pink
3,0.1422,0.1755,0.189,2023-06-24,0,25,34,Pink
4,0.1432,0.1877,0.237,2023-06-24,0,25,34,Pink
5,0.1544,0.1906,0.19,2023-06-24,0,25,34,Pink
6,0.15,0.2019,0.257,2023-06-24,0,25,34,Pink
7,0.1329,0.1945,0.317,2023-06-24,0,25,34,Pink
8,0.1276,0.1642,0.223,2023-06-24,0,25,34,Pink
1,0.1408,0.2102,0.33,2023-06-24,0,26,34,Orange
2,0.0929,0.151,0.385,2023-06-24,0,26,34,Orange
3,0.1623,0.1906,0.149,2023-06-24,0,26,34,Orange
4,0.173,0.2405,0.28,2023-06-24,0,26,34,Orange
5,0.152,0.2278,0.333,2023-06-24,0,26,34,Orange
6,0.1373,0.2004,0.315,2023-06-24,0,26,34,Orange
7,0.1408,0.1745,0.193,2023-06-24,0,26,34,Orange
8,0.151,0.2033,0.257,2023-06-24,0,26,34,Orange
1,0.1804,0.2224,0.189,2023-06-24,0,27,34,Yellow
2,0.1691,0.2102,0.195,2023-06-24,0,27,34,Yellow
3,0.1246,0.1813,0.313,2023-06-24,0,27,34,Yellow
4,0.1461,0.259,0.436,2023-06-24,0,27,34,Yellow
5,0.153,0.216,0.292,2023-06-24,0,27,34,Yellow
6,0.1344,0.1916,0.298,2023-06-24,0,27,34,Yellow
1,0.1569,0.1955,0.197,2023-06-24,0,28,34,Blue
2,0.1334,0.1637,0.185,2023-06-24,0,28,34,Blue
3,0.1457,0.195,0.253,2023-06-24,0,28,34,Blue
4,0.15,0.1911,0.215,2023-06-24,0,28,34,Blue
1,0.1207,0.2488,0.515,2023-06-24,0,29,33,Pink
2,0.1124,0.219,0.487,2023-06-24,0,29,33,Pink
3,0.1266,0.2644,0.521,2023-06-24,0,29,33,Pink
4,0.1222,0.2297,0.468,2023-06-24,0,29,33,Pink
5,0.1202,0.2571,0.532,2023-06-24,0,29,33,Pink
6,0.1246,0.2649,0.53,2023-06-24,0,29,33,Pink
7,0.1261,0.2488,0.493,2023-06-24,0,29,33,Pink
8,0.1241,0.24,0.483,2023-06-24,0,29,33,Pink
1,0.1725,0.349,0.506,2023-06-24,0,3,30,Yellow
2,0.172,0.3509,0.51,2023-06-24,0,3,30,Yellow
3,0.1769,0.3495,0.494,2023-06-24,0,3,30,Yellow
4,0.1921,0.3646,0.473,2023-06-24,0,3,30,Yellow
5,0.2067,0.4169,0.504,2023-06-24,0,3,30,Yellow
6,0.1813,0.3773,0.519,2023-06-24,0,3,30,Yellow
1,0.1334,0.2752,0.515,2023-06-24,0,30,33,Orange
2,0.1325,0.2766,0.521,2023-06-24,0,30,33,Orange
3,0.1579,0.3206,0.508,2023-06-24,0,30,33,Orange
4,0.1432,0.3025,0.527,2023-06-24,0,30,33,Orange
5,0.1266,0.259,0.511,2023-06-24,0,30,33,Orange
6,0.1388,0.2908,0.523,2023-06-24,0,30,33,Orange
7,0.1491,0.3084,0.517,2023-06-24,0,30,33,Orange
1,0.1632,0.3094,0.472,2023-06-24,0,31,33,Yellow
2,0.129,0.282,0.542,2023-06-24,0,31,33,Yellow
3,0.1271,0.2654,0.521,2023-06-24,0,31,33,Yellow
4,0.1471,0.2957,0.502,2023-06-24,0,31,33,Yellow
5,0.1549,0.2859,0.458,2023-06-24,0,31,33,Yellow
6,0.1471,0.3265,0.549,2023-06-24,0,31,33,Yellow
1,0.1378,0.2781,0.504,2023-06-24,0,32,33,Blue
2,0.152,0.2928,0.481,2023-06-24,0,32,33,Blue
3,0.1652,0.3074,0.463,2023-06-24,0,32,33,Blue
4,0.1442,0.282,0.489,2023-06-24,0,32,33,Blue
1,0.1843,0.3548,0.481,2023-06-24,0,4,30,Blue
2,0.1525,0.3025,0.496,2023-06-24,0,4,30,Blue
3,0.1833,0.3392,0.46,2023-06-24,0,4,30,Blue
4,0.1784,0.3822,0.533,2023-06-24,0,4,30,Blue
1,0.1496,0.2986,0.499,2023-06-24,0,5,32,Pink
2,0.1965,0.368,0.466,2023-06-24,0,5,32,Pink
3,0.1764,0.3563,0.505,2023-06-24,0,5,32,Pink
4,0.1813,0.3441,0.473,2023-06-24,0,5,32,Pink
5,0.1921,0.3627,0.47,2023-06-24,0,5,32,Pink
6,0.1862,0.346,0.462,2023-06-24,0,5,32,Pink
7,0.1808,0.3631,0.502,2023-06-24,0,5,32,Pink
8,0.1642,0.3152,0.479,2023-06-24,0,5,32,Pink
1,0.1657,0.3382,0.51,2023-06-24,0,6,32,Orange
2,0.1691,0.3284,0.485,2023-06-24,0,6,32,Orange
3,0.1755,0.3363,0.478,2023-06-24,0,6,32,Orange
4,0.194,0.3602,0.461,2023-06-24,0,6,32,Orange
5,0.1613,0.3192,0.495,2023-06-24,0,6,32,Orange
6,0.176,0.348,0.494,2023-06-24,0,6,32,Orange
7,0.174,0.3495,0.502,2023-06-24,0,6,32,Orange
8,0.1877,0.346,0.458,2023-06-24,0,6,32,Orange
1,0.1882,0.3446,0.454,2023-06-24,0,7,32,Yellow
2,0.1808,0.3519,0.486,2023-06-24,0,7,32,Yellow
3,0.1637,0.3421,0.521,2023-06-24,0,7,32,Yellow
4,0.2009,0.368,0.454,2023-06-24,0,7,32,Yellow
5,0.1823,0.3392,0.463,2023-06-24,0,7,32,Yellow
6,0.1848,0.3539,0.478,2023-06-24,0,7,32,Yellow
1,0.1955,0.3636,0.462,2023-06-24,0,8,32,Blue
2,0.1603,0.305,0.474,2023-06-24,0,8,32,Blue
3,0.1926,0.3587,0.463,2023-06-24,0,8,32,Blue
4,0.1882,0.3441,0.453,2023-06-24,0,8,32,Blue
1,0.045,0.0455,0,2023-06-24,0,9,38,Pink
2,0.0992,0.1017,0,2023-06-24,0,9,38,Pink
3,0.2713,0.2781,0.025,2023-06-24,0,9,38,Pink
4,0.0934,0.0973,0,2023-06-24,0,9,38,Pink
5,0.0811,0.0836,0,2023-06-24,0,9,38,Pink
6,0.1413,0.1457,0.03,2023-06-24,0,9,38,Pink
7,0.1007,0.1041,0,2023-06-24,0,9,38,Pink
8,0.1232,0.129,0.045,2023-06-24,0,9,38,Pink
