rack.position,F,Fm,Y,Date,PAR,file,Temp,rack.col
6,0.1779,0.2014,0.117,2023-06-23,0,14,36,Orange
7,0.1603,0.1686,0.049,2023-06-23,0,14,36,Orange
8,0.1305,0.1466,0.11,2023-06-23,0,14,36,Orange
1,0.1295,0.1339,0.033,2023-06-23,0,15,36,yellow
2,0.1325,0.1437,0.078,2023-06-23,0,15,36,yellow
3,0.1393,0.1461,0.047,2023-06-23,0,15,36,yellow
4,0.1476,0.1574,0.062,2023-06-23,0,15,36,yellow
5,0.1285,0.1427,0.099,2023-06-23,0,15,36,yellow
6,0.1686,0.173,0.025,2023-06-23,0,15,36,yellow
7,0.1256,0.1285,0,2023-06-23,0,15,36,yellow
8,0.1564,0.1623,0.036,2023-06-23,0,15,36,yellow
1,0.1447,0.1926,0.249,2023-06-23,0,16,35,Pink
2,0.1339,0.1662,0.194,2023-06-23,0,16,35,Pink
3,0.1413,0.2023,0.302,2023-06-23,0,16,35,Pink
4,0.1339,0.1657,0.192,2023-06-23,0,16,35,Pink
5,0.1403,0.2165,0.352,2023-06-23,0,16,35,Pink
6,0.1334,0.1784,0.252,2023-06-23,0,16,35,Pink
7,0.1422,0.1632,0.129,2023-06-23,0,16,35,Pink
8,0.1349,0.1755,0.231,2023-06-23,0,16,35,Pink
1,0.131,0.1437,0.088,2023-06-23,0,17,35,Orange
2,0.1437,0.1701,0.155,2023-06-23,0,17,35,Orange
3,0.1593,0.2131,0.252,2023-06-23,0,17,35,Orange
4,0.1794,0.2336,0.232,2023-06-23,0,17,35,Orange
5,0.1593,0.2424,0.343,2023-06-23,0,17,35,Orange
6,0.1564,0.2424,0.355,2023-06-23,0,17,35,Orange
7,0.1373,0.1652,0.169,2023-06-23,0,17,35,Orange
8,0.1266,0.1579,0.198,2023-06-23,0,17,35,Orange
1,0.1246,0.1764,0.294,2023-06-23,0,18,35,Yellow
2,0.1217,0.1774,0.314,2023-06-23,0,18,35,Yellow
3,0.1437,0.1745,0.176,2023-06-23,0,18,35,Yellow
4,0.1608,0.2004,0.198,2023-06-23,0,18,35,Yellow
5,0.1295,0.1559,0.169,2023-06-23,0,18,35,Yellow
6,0.1544,0.197,0.216,2023-06-23,0,18,35,Yellow
7,0.108,0.1329,0.188,2023-06-23,0,18,35,Yellow
8,0.1452,0.1882,0.229,2023-06-23,0,18,35,Yellow
1,0.1193,0.2009,0.406,2023-06-23,0,19,34,Pink
2,0.1261,0.2141,0.411,2023-06-23,0,19,34,Pink
3,0.1598,0.2219,0.28,2023-06-23,0,19,34,Pink
4,0.1369,0.2292,0.403,2023-06-23,0,19,34,Pink
5,0.1549,0.2615,0.407,2023-06-23,0,19,34,Pink
6,0.1417,0.2151,0.341,2023-06-23,0,19,34,Pink
7,0.1349,0.2361,0.429,2023-06-23,0,19,34,Pink
8,0.1725,0.2297,0.249,2023-06-23,0,19,34,Pink
1,0.1227,0.2683,0.543,2023-06-23,0,2,30,Orange
2,0.1212,0.2331,0.48,2023-06-23,0,2,30,Orange
3,0.1246,0.2454,0.492,2023-06-23,0,2,30,Orange
4,0.1285,0.2595,0.505,2023-06-23,0,2,30,Orange
5,0.1408,0.284,0.504,2023-06-23,0,2,30,Orange
6,0.131,0.2586,0.493,2023-06-23,0,2,30,Orange
7,0.1315,0.2747,0.521,2023-06-23,0,2,30,Orange
8,0.13,0.2761,0.529,2023-06-23,0,2,30,Orange
1,0.129,0.2141,0.397,2023-06-23,0,20,34,Orange
2,0.1642,0.2253,0.271,2023-06-23,0,20,34,Orange
3,0.129,0.2346,0.45,2023-06-23,0,20,34,Orange
4,0.1329,0.261,0.491,2023-06-23,0,20,34,Orange
5,0.1212,0.238,0.491,2023-06-23,0,20,34,Orange
6,0.1408,0.2556,0.449,2023-06-23,0,20,34,Orange
7,0.1427,0.2493,0.427,2023-06-23,0,20,34,Orange
8,0.1271,0.2224,0.429,2023-06-23,0,20,34,Orange
1,0.1398,0.2248,0.378,2023-06-23,0,21,34,Yellow
2,0.1359,0.2669,0.491,2023-06-23,0,21,34,Yellow
3,0.1281,0.2253,0.432,2023-06-23,0,21,34,Yellow
4,0.1222,0.2116,0.423,2023-06-23,0,21,34,Yellow
5,0.1344,0.2195,0.388,2023-06-23,0,21,34,Yellow
6,0.1476,0.2551,0.421,2023-06-23,0,21,34,Yellow
7,0.1114,0.2053,0.457,2023-06-23,0,21,34,Yellow
8,0.1207,0.2165,0.442,2023-06-23,0,21,34,Yellow
1,0.1212,0.2366,0.488,2023-06-23,0,22,33,Pink
2,0.1432,0.2356,0.392,2023-06-23,0,22,33,Pink
3,0.1237,0.241,0.487,2023-06-23,0,22,33,Pink
4,0.1246,0.2644,0.529,2023-06-23,0,22,33,Pink
5,0.1403,0.2669,0.474,2023-06-23,0,22,33,Pink
6,0.1085,0.2326,0.534,2023-06-23,0,22,33,Pink
7,0.1246,0.2595,0.52,2023-06-23,0,22,33,Pink
8,0.1427,0.2669,0.465,2023-06-23,0,22,33,Pink
1,0.1266,0.2312,0.452,2023-06-23,0,23,33,Orange
2,0.1447,0.219,0.339,2023-06-23,0,23,33,Orange
3,0.1246,0.218,0.428,2023-06-23,0,23,33,Orange
4,0.1339,0.2537,0.472,2023-06-23,0,23,33,Orange
5,0.1222,0.2087,0.415,2023-06-23,0,23,33,Orange
6,0.1232,0.2605,0.527,2023-06-23,0,23,33,Orange
7,0.1378,0.283,0.513,2023-06-23,0,23,33,Orange
8,0.1202,0.238,0.495,2023-06-23,0,23,33,Orange
1,0.1149,0.2454,0.532,2023-06-23,0,24,33,Yellow
2,0.1256,0.2722,0.539,2023-06-23,0,24,33,Yellow
3,0.1168,0.2488,0.53,2023-06-23,0,24,33,Yellow
4,0.1354,0.2913,0.535,2023-06-23,0,24,33,Yellow
5,0.1295,0.2761,0.531,2023-06-23,0,24,33,Yellow
6,0.1447,0.2845,0.491,2023-06-23,0,24,33,Yellow
7,0.1168,0.2581,0.547,2023-06-23,0,24,33,Yellow
8,0.132,0.2688,0.509,2023-06-23,0,24,33,Yellow
1,0.1158,0.241,0.519,2023-06-23,0,3,30,Yellow
2,0.1359,0.2893,0.53,2023-06-23,0,3,30,Yellow
3,0.1202,0.2786,0.568,2023-06-23,0,3,30,Yellow
4,0.1364,0.2766,0.507,2023-06-23,0,3,30,Yellow
5,0.1271,0.2727,0.534,2023-06-23,0,3,30,Yellow
6,0.1383,0.2708,0.489,2023-06-23,0,3,30,Yellow
7,0.1163,0.2463,0.528,2023-06-23,0,3,30,Yellow
8,0.1457,0.281,0.482,2023-06-23,0,3,30,Yellow
1,0.1114,0.216,0.484,2023-06-23,0,4,32,Pink
2,0.1207,0.2375,0.492,2023-06-23,0,4,32,Pink
3,0.1315,0.2571,0.489,2023-06-23,0,4,32,Pink
4,0.1369,0.2761,0.504,2023-06-23,0,4,32,Pink
5,0.1398,0.2918,0.521,2023-06-23,0,4,32,Pink
6,0.1207,0.2498,0.517,2023-06-23,0,4,32,Pink
7,0.1378,0.2879,0.521,2023-06-23,0,4,32,Pink
8,0.129,0.2703,0.523,2023-06-23,0,4,32,Pink
1,0.13,0.2761,0.529,2023-06-23,0,5,32,Orange
2,0.1276,0.2688,0.525,2023-06-23,0,5,32,Orange
3,0.1373,0.2898,0.526,2023-06-23,0,5,32,Orange
4,0.1369,0.2713,0.495,2023-06-23,0,5,32,Orange
5,0.1408,0.2908,0.516,2023-06-23,0,5,32,Orange
6,0.1413,0.263,0.463,2023-06-23,0,5,32,Orange
7,0.1496,0.2972,0.497,2023-06-23,0,5,32,Orange
8,0.1124,0.2361,0.524,2023-06-23,0,5,32,Orange
1,0.1369,0.2664,0.486,2023-06-23,0,6,32,Yellow
2,0.1344,0.2869,0.532,2023-06-23,0,6,32,Yellow
3,0.1217,0.2586,0.529,2023-06-23,0,6,32,Yellow
4,0.1251,0.263,0.524,2023-06-23,0,6,32,Yellow
5,0.1339,0.2825,0.526,2023-06-23,0,6,32,Yellow
6,0.152,0.2967,0.488,2023-06-23,0,6,32,Yellow
7,0.1129,0.2331,0.516,2023-06-23,0,6,32,Yellow
8,0.1393,0.2644,0.473,2023-06-23,0,6,32,Yellow
1,0.1574,0.1579,0,2023-06-23,0,7,38,Pink
2,0.0841,0.0811,0,2023-06-23,0,7,38,Pink
3,0.1168,0.1134,0,2023-06-23,0,7,38,Pink
4,0.1163,0.1124,0,2023-06-23,0,7,38,Pink
5,0.1339,0.1315,0,2023-06-23,0,7,38,Pink
6,0.0978,0.0948,0,2023-06-23,0,7,38,Pink
7,0.0723,0.0699,0,2023-06-23,0,7,38,Pink
8,0.0792,0.0762,0,2023-06-23,0,7,38,Pink
1,0.1281,0.1334,0.04,2023-06-23,0,8,38,Orange
2,0.2546,0.2498,0,2023-06-23,0,8,38,Orange
3,0.3294,0.3309,0,2023-06-23,0,8,38,Orange
4,0.1354,0.1276,0,2023-06-23,0,8,38,Orange
5,0.1828,0.1794,0,2023-06-23,0,8,38,Orange
6,0.0855,0.0836,0,2023-06-23,0,8,38,Orange
7,0.0846,0.0821,0,2023-06-23,0,8,38,Orange
8,0.0806,0.0792,0,2023-06-23,0,8,38,Orange
1,0.13,0.1276,0,2023-06-23,0,9,38,Yellow
2,0.087,0.0826,0,2023-06-23,0,9,38,Yellow
3,0.1246,0.1334,0.066,2023-06-23,0,9,38,Yellow
4,0.0924,0.0904,0,2023-06-23,0,9,38,Yellow
5,0.0601,0.0587,0,2023-06-23,0,9,38,Yellow
6,0.1691,0.1667,0,2023-06-23,0,9,38,Yellow
7,0.1334,0.1266,0,2023-06-23,0,9,38,Yellow
8,0.1706,0.1647,0,2023-06-23,0,9,38,Yellow
