rack.position,F,Fm,Y,Date,PAR,file,Temp,rack.col
3,0.1862,0.2004,0.071,2023-06-30,0,16,37,Blue
4,0.1852,0.1989,0.069,2023-06-30,0,16,37,Blue
5,0.1891,0.2028,0.067,2023-06-30,0,16,37,Blue
6,0.1711,0.1843,0.072,2023-06-30,0,16,37,Blue
7,0.1711,0.1862,0.081,2023-06-30,0,16,37,Blue
8,0.1701,0.1843,0.077,2023-06-30,0,16,37,Blue
9,0.1574,0.173,0.09,2023-06-30,0,16,37,Blue
10,0.172,0.1848,0.069,2023-06-30,0,16,37,Blue
11,0.2004,0.2141,0.064,2023-06-30,0,16,37,Blue
12,0.176,0.1916,0.082,2023-06-30,0,16,37,Blue
13,0.1623,0.1755,0.075,2023-06-30,0,16,37,Blue
14,0.1716,0.1857,0.076,2023-06-30,0,16,37,Blue
15,0.1632,0.1779,0.082,2023-06-30,0,16,37,Blue
16,0.1628,0.175,0.07,2023-06-30,0,16,37,Blue
1,0.1344,0.1657,0.189,2023-06-30,0,16,37,UM
2,0.1652,0.1979,0.165,2023-06-30,0,16,37,UM
3,0.1496,0.1804,0.171,2023-06-30,0,16,37,UM
4,0.1804,0.2312,0.22,2023-06-30,0,16,37,UM
5,0.2028,0.2141,0.053,2023-06-30,0,16,37,UM
6,0.173,0.2067,0.163,2023-06-30,0,16,37,UM
7,0.2229,0.2683,0.169,2023-06-30,0,16,37,UM
8,0.1608,0.1896,0.152,2023-06-30,0,16,37,UM
9,0.1896,0.2248,0.157,2023-06-30,0,16,37,UM
10,0.1872,0.2243,0.166,2023-06-30,0,16,37,UM
11,0.1735,0.2278,0.238,2023-06-30,0,16,37,UM
12,0.2014,0.2111,0.046,2023-06-30,0,16,37,UM
13,0.129,0.1745,0.261,2023-06-30,0,16,37,UM
14,0.1745,0.2087,0.164,2023-06-30,0,16,37,UM
1,0.1408,0.1471,0.043,2023-06-30,0,17,37,Black
2,0.1662,0.1808,0.081,2023-06-30,0,17,37,Black
3,0.1828,0.2302,0.206,2023-06-30,0,17,37,Black
4,0.1823,0.2175,0.162,2023-06-30,0,17,37,Black
5,0.1329,0.1593,0.166,2023-06-30,0,17,37,Black
6,0.1349,0.1652,0.183,2023-06-30,0,17,37,Black
7,0.1691,0.1828,0.075,2023-06-30,0,17,37,Black
8,0.1769,0.195,0.093,2023-06-30,0,17,37,Black
9,0.1202,0.1549,0.224,2023-06-30,0,17,37,Black
10,0.1544,0.1843,0.162,2023-06-30,0,17,37,Black
11,0.1613,0.197,0.181,2023-06-30,0,17,37,Black
12,0.1471,0.1779,0.173,2023-06-30,0,17,37,Black
1,0.1931,0.2449,0.212,2023-06-30,0,18,36,Pink
2,0.1105,0.1496,0.261,2023-06-30,0,18,36,Pink
3,0.1305,0.1887,0.308,2023-06-30,0,18,36,Pink
4,0.1461,0.1872,0.219,2023-06-30,0,18,36,Pink
5,0.1447,0.2136,0.323,2023-06-30,0,18,36,Pink
6,0.1632,0.2483,0.343,2023-06-30,0,18,36,Pink
7,0.1329,0.2019,0.341,2023-06-30,0,18,36,Pink
8,0.1163,0.1804,0.355,2023-06-30,0,18,36,Pink
9,0.1569,0.2107,0.255,2023-06-30,0,18,36,Pink
10,0.1261,0.1696,0.256,2023-06-30,0,18,36,Pink
11,0.1315,0.1838,0.285,2023-06-30,0,18,36,Pink
12,0.1232,0.172,0.284,2023-06-30,0,18,36,Pink
13,0.1457,0.2058,0.292,2023-06-30,0,18,36,Pink
14,0.1403,0.2126,0.34,2023-06-30,0,18,36,Pink
15,0.1359,0.2072,0.344,2023-06-30,0,18,36,Pink
16,0.1095,0.1716,0.362,2023-06-30,0,18,36,Pink
1,0.1276,0.1755,0.273,2023-06-30,0,19,36,Orange
2,0.1163,0.1916,0.393,2023-06-30,0,19,36,Orange
3,0.1325,0.2463,0.462,2023-06-30,0,19,36,Orange
4,0.151,0.2424,0.377,2023-06-30,0,19,36,Orange
5,0.1916,0.2776,0.31,2023-06-30,0,19,36,Orange
6,0.1647,0.2502,0.342,2023-06-30,0,19,36,Orange
7,0.1574,0.2458,0.36,2023-06-30,0,19,36,Orange
8,0.1564,0.2346,0.333,2023-06-30,0,19,36,Orange
9,0.1535,0.2082,0.263,2023-06-30,0,19,36,Orange
10,0.1461,0.2307,0.367,2023-06-30,0,19,36,Orange
11,0.1285,0.24,0.464,2023-06-30,0,19,36,Orange
12,0.1413,0.2283,0.381,2023-06-30,0,19,36,Orange
13,0.1628,0.2356,0.309,2023-06-30,0,19,36,Orange
14,0.1711,0.2493,0.314,2023-06-30,0,19,36,Orange
15,0.1354,0.2214,0.389,2023-06-30,0,19,36,Orange
16,0.1183,0.1921,0.384,2023-06-30,0,19,36,Orange
1,0.1163,0.2234,0.479,2023-06-30,0,2,30,Orange
2,0.1212,0.2268,0.466,2023-06-30,0,2,30,Orange
3,0.131,0.2498,0.476,2023-06-30,0,2,30,Orange
4,0.1315,0.2517,0.478,2023-06-30,0,2,30,Orange
5,0.1818,0.3314,0.451,2023-06-30,0,2,30,Orange
6,0.1579,0.2551,0.381,2023-06-30,0,2,30,Orange
7,0.1403,0.2449,0.427,2023-06-30,0,2,30,Orange
8,0.1256,0.2395,0.476,2023-06-30,0,2,30,Orange
9,0.1158,0.2322,0.501,2023-06-30,0,2,30,Orange
10,0.1344,0.2527,0.468,2023-06-30,0,2,30,Orange
11,0.1364,0.2654,0.486,2023-06-30,0,2,30,Orange
12,0.1413,0.2586,0.454,2023-06-30,0,2,30,Orange
13,0.1569,0.2962,0.47,2023-06-30,0,2,30,Orange
14,0.1584,0.2571,0.384,2023-06-30,0,2,30,Orange
15,0.1388,0.2449,0.433,2023-06-30,0,2,30,Orange
16,0.108,0.1975,0.453,2023-06-30,0,2,30,Orange
1,0.1383,0.1848,0.251,2023-06-30,0,20,36,Yellow
2,0.1784,0.2439,0.269,2023-06-30,0,20,36,Yellow
3,0.1408,0.2131,0.339,2023-06-30,0,20,36,Yellow
4,0.1784,0.2595,0.313,2023-06-30,0,20,36,Yellow
5,0.1999,0.2532,0.21,2023-06-30,0,20,36,Yellow
6,0.1359,0.2116,0.358,2023-06-30,0,20,36,Yellow
7,0.1584,0.2498,0.366,2023-06-30,0,20,36,Yellow
8,0.2283,0.2634,0.134,2023-06-30,0,20,36,Yellow
9,0.1178,0.1701,0.307,2023-06-30,0,20,36,Yellow
10,0.1725,0.2429,0.29,2023-06-30,0,20,36,Yellow
11,0.1579,0.2312,0.317,2023-06-30,0,20,36,Yellow
12,0.1676,0.2341,0.284,2023-06-30,0,20,36,Yellow
13,0.1789,0.2258,0.208,2023-06-30,0,20,36,Yellow
14,0.1241,0.1979,0.373,2023-06-30,0,20,36,Yellow
15,0.1628,0.2561,0.365,2023-06-30,0,20,36,Yellow
16,0.2141,0.2595,0.175,2023-06-30,0,20,36,Yellow
1,0.1593,0.217,0.266,2023-06-30,0,21,36,UM
2,0.1457,0.1994,0.27,2023-06-30,0,21,36,UM
3,0.1535,0.2356,0.349,2023-06-30,0,21,36,UM
4,0.176,0.2019,0.128,2023-06-30,0,21,36,UM
5,0.1676,0.2273,0.262,2023-06-30,0,21,36,UM
6,0.1745,0.2439,0.285,2023-06-30,0,21,36,UM
7,0.0953,0.1437,0.337,2023-06-30,0,21,36,UM
8,0.1672,0.2175,0.231,2023-06-30,0,21,36,UM
9,0.1202,0.1613,0.255,2023-06-30,0,21,36,UM
10,0.1471,0.2283,0.355,2023-06-30,0,21,36,UM
11,0.1891,0.2126,0.11,2023-06-30,0,21,36,UM
12,0.1281,0.1843,0.305,2023-06-30,0,21,36,UM
13,0.1652,0.2346,0.296,2023-06-30,0,21,36,UM
14,0.1227,0.1965,0.376,2023-06-30,0,21,36,UM
1,0.1554,0.1828,0.15,2023-06-30,0,22,36,Blue
2,0.1334,0.1579,0.155,2023-06-30,0,22,36,Blue
3,0.1329,0.1569,0.153,2023-06-30,0,22,36,Blue
4,0.1774,0.2004,0.115,2023-06-30,0,22,36,Blue
5,0.1628,0.1911,0.148,2023-06-30,0,22,36,Blue
6,0.1329,0.1549,0.142,2023-06-30,0,22,36,Blue
7,0.1603,0.2063,0.223,2023-06-30,0,22,36,Blue
8,0.1569,0.1906,0.177,2023-06-30,0,22,36,Blue
9,0.1637,0.1916,0.145,2023-06-30,0,22,36,Blue
10,0.1144,0.1295,0.117,2023-06-30,0,22,36,Blue
11,0.1716,0.1984,0.135,2023-06-30,0,22,36,Blue
12,0.1691,0.1921,0.12,2023-06-30,0,22,36,Blue
13,0.1662,0.1901,0.126,2023-06-30,0,22,36,Blue
14,0.1354,0.1554,0.129,2023-06-30,0,22,36,Blue
15,0.1584,0.2014,0.214,2023-06-30,0,22,36,Blue
16,0.1554,0.1887,0.176,2023-06-30,0,22,36,Blue
1,0.1373,0.1535,0.105,2023-06-30,0,23,36,Black
2,0.1608,0.1725,0.068,2023-06-30,0,23,36,Black
3,0.1999,0.2517,0.206,2023-06-30,0,23,36,Black
4,0.174,0.2346,0.258,2023-06-30,0,23,36,Black
5,0.1989,0.2405,0.173,2023-06-30,0,23,36,Black
6,0.153,0.2155,0.29,2023-06-30,0,23,36,Black
7,0.1417,0.1569,0.097,2023-06-30,0,23,36,Black
8,0.1642,0.1784,0.079,2023-06-30,0,23,36,Black
9,0.1843,0.2488,0.259,2023-06-30,0,23,36,Black
10,0.1716,0.2243,0.235,2023-06-30,0,23,36,Black
11,0.1681,0.2072,0.189,2023-06-30,0,23,36,Black
12,0.1549,0.2141,0.276,2023-06-30,0,23,36,Black
1,0.1559,0.2551,0.389,2023-06-30,0,24,35,Pink
2,0.1373,0.2263,0.393,2023-06-30,0,24,35,Pink
3,0.1838,0.2654,0.308,2023-06-30,0,24,35,Pink
4,0.13,0.2278,0.429,2023-06-30,0,24,35,Pink
5,0.1716,0.2854,0.399,2023-06-30,0,24,35,Pink
6,0.1706,0.2674,0.362,2023-06-30,0,24,35,Pink
7,0.1554,0.2737,0.432,2023-06-30,0,24,35,Pink
8,0.1535,0.2498,0.386,2023-06-30,0,24,35,Pink
9,0.1564,0.261,0.401,2023-06-30,0,24,35,Pink
10,0.1476,0.2419,0.39,2023-06-30,0,24,35,Pink
11,0.1906,0.2732,0.302,2023-06-30,0,24,35,Pink
12,0.131,0.2302,0.431,2023-06-30,0,24,35,Pink
13,0.1662,0.2757,0.397,2023-06-30,0,24,35,Pink
14,0.1417,0.2287,0.38,2023-06-30,0,24,35,Pink
15,0.1403,0.262,0.465,2023-06-30,0,24,35,Pink
16,0.1491,0.2356,0.367,2023-06-30,0,24,35,Pink
1,0.1207,0.2019,0.402,2023-06-30,0,25,35,Orange
2,0.1417,0.2253,0.371,2023-06-30,0,25,35,Orange
3,0.13,0.2434,0.466,2023-06-30,0,25,35,Orange
4,0.1168,0.2155,0.458,2023-06-30,0,25,35,Orange
5,0.2028,0.3338,0.392,2023-06-30,0,25,35,Orange
6,0.1486,0.241,0.383,2023-06-30,0,25,35,Orange
7,0.1647,0.2786,0.409,2023-06-30,0,25,35,Orange
8,0.15,0.2537,0.408,2023-06-30,0,25,35,Orange
9,0.1559,0.2424,0.357,2023-06-30,0,25,35,Orange
10,0.152,0.2654,0.427,2023-06-30,0,25,35,Orange
11,0.1442,0.259,0.443,2023-06-30,0,25,35,Orange
12,0.1085,0.2023,0.464,2023-06-30,0,25,35,Orange
13,0.1354,0.2278,0.406,2023-06-30,0,25,35,Orange
14,0.154,0.2493,0.382,2023-06-30,0,25,35,Orange
15,0.1691,0.2903,0.418,2023-06-30,0,25,35,Orange
16,0.1315,0.2297,0.428,2023-06-30,0,25,35,Orange
1,0.1481,0.2366,0.374,2023-06-30,0,26,35,Yellow
2,0.1466,0.2571,0.43,2023-06-30,0,26,35,Yellow
3,0.1109,0.1994,0.444,2023-06-30,0,26,35,Yellow
4,0.1354,0.2234,0.394,2023-06-30,0,26,35,Yellow
5,0.1559,0.2649,0.411,2023-06-30,0,26,35,Yellow
6,0.1114,0.1862,0.402,2023-06-30,0,26,35,Yellow
7,0.1466,0.2351,0.376,2023-06-30,0,26,35,Yellow
8,0.1681,0.2478,0.321,2023-06-30,0,26,35,Yellow
9,0.1383,0.2234,0.381,2023-06-30,0,26,35,Yellow
10,0.1711,0.2957,0.421,2023-06-30,0,26,35,Yellow
11,0.1002,0.1848,0.458,2023-06-30,0,26,35,Yellow
12,0.1373,0.2307,0.405,2023-06-30,0,26,35,Yellow
13,0.1598,0.2674,0.402,2023-06-30,0,26,35,Yellow
14,0.1256,0.2087,0.398,2023-06-30,0,26,35,Yellow
15,0.1373,0.2263,0.393,2023-06-30,0,26,35,Yellow
16,0.176,0.2512,0.3,2023-06-30,0,26,35,Yellow
1,0.1408,0.2444,0.424,2023-06-30,0,27,35,UM
2,0.1657,0.2678,0.381,2023-06-30,0,27,35,UM
3,0.1789,0.305,0.413,2023-06-30,0,27,35,UM
4,0.1706,0.2674,0.362,2023-06-30,0,27,35,UM
5,0.1393,0.2097,0.336,2023-06-30,0,27,35,UM
6,0.1632,0.261,0.375,2023-06-30,0,27,35,UM
7,0.2102,0.3172,0.337,2023-06-30,0,27,35,UM
8,0.1349,0.2336,0.423,2023-06-30,0,27,35,UM
9,0.1657,0.26,0.363,2023-06-30,0,27,35,UM
10,0.1598,0.2703,0.409,2023-06-30,0,27,35,UM
11,0.1642,0.2605,0.37,2023-06-30,0,27,35,UM
12,0.1799,0.2468,0.271,2023-06-30,0,27,35,UM
13,0.1364,0.2243,0.392,2023-06-30,0,27,35,UM
14,0.2009,0.3011,0.333,2023-06-30,0,27,35,UM
1,0.1437,0.2009,0.285,2023-06-30,0,28,35,Blue
2,0.1696,0.2375,0.286,2023-06-30,0,28,35,Blue
3,0.1564,0.2111,0.259,2023-06-30,0,28,35,Blue
4,0.1965,0.2551,0.23,2023-06-30,0,28,35,Blue
5,0.1891,0.2664,0.29,2023-06-30,0,28,35,Blue
6,0.152,0.2107,0.278,2023-06-30,0,28,35,Blue
7,0.1696,0.2566,0.339,2023-06-30,0,28,35,Blue
8,0.1632,0.2317,0.295,2023-06-30,0,28,35,Blue
9,0.1647,0.2268,0.274,2023-06-30,0,28,35,Blue
10,0.1237,0.1896,0.348,2023-06-30,0,28,35,Blue
11,0.195,0.2356,0.172,2023-06-30,0,28,35,Blue
12,0.1906,0.2473,0.229,2023-06-30,0,28,35,Blue
13,0.1711,0.2522,0.322,2023-06-30,0,28,35,Blue
14,0.1383,0.1916,0.278,2023-06-30,0,28,35,Blue
15,0.1735,0.259,0.33,2023-06-30,0,28,35,Blue
16,0.1564,0.218,0.283,2023-06-30,0,28,35,Blue
1,0.1476,0.2102,0.298,2023-06-30,0,29,35,Black
2,0.1222,0.1882,0.351,2023-06-30,0,29,35,Black
3,0.154,0.2693,0.428,2023-06-30,0,29,35,Black
4,0.1197,0.2121,0.435,2023-06-30,0,29,35,Black
5,0.1373,0.2366,0.419,2023-06-30,0,29,35,Black
6,0.1579,0.26,0.393,2023-06-30,0,29,35,Black
7,0.1637,0.2326,0.296,2023-06-30,0,29,35,Black
8,0.1427,0.218,0.345,2023-06-30,0,29,35,Black
9,0.1325,0.2268,0.416,2023-06-30,0,29,35,Black
10,0.1212,0.2072,0.415,2023-06-30,0,29,35,Black
11,0.0968,0.1711,0.434,2023-06-30,0,29,35,Black
12,0.152,0.2512,0.395,2023-06-30,0,29,35,Black
1,0.1628,0.2781,0.415,2023-06-30,0,3,30,Yellow
2,0.1486,0.2747,0.459,2023-06-30,0,3,30,Yellow
3,0.131,0.2688,0.513,2023-06-30,0,3,30,Yellow
4,0.1344,0.2527,0.468,2023-06-30,0,3,30,Yellow
5,0.1476,0.2825,0.478,2023-06-30,0,3,30,Yellow
6,0.1403,0.2625,0.466,2023-06-30,0,3,30,Yellow
7,0.1378,0.2634,0.477,2023-06-30,0,3,30,Yellow
8,0.1212,0.2424,0.5,2023-06-30,0,3,30,Yellow
9,0.1618,0.2815,0.425,2023-06-30,0,3,30,Yellow
10,0.132,0.2595,0.492,2023-06-30,0,3,30,Yellow
11,0.1354,0.2791,0.515,2023-06-30,0,3,30,Yellow
12,0.132,0.2488,0.47,2023-06-30,0,3,30,Yellow
13,0.1471,0.2859,0.485,2023-06-30,0,3,30,Yellow
14,0.1173,0.2126,0.448,2023-06-30,0,3,30,Yellow
15,0.1334,0.2385,0.441,2023-06-30,0,3,30,Yellow
16,0.1285,0.2605,0.507,2023-06-30,0,3,30,Yellow
1,0.1471,0.2781,0.471,2023-06-30,0,30,34,5
2,0.1202,0.2326,0.483,2023-06-30,0,30,34,5
3,0.1373,0.3143,0.563,2023-06-30,0,30,34,5
4,0.1398,0.2498,0.44,2023-06-30,0,30,34,5
5,0.1769,0.3152,0.439,2023-06-30,0,30,34,5
6,0.1383,0.2581,0.464,2023-06-30,0,30,34,5
7,0.217,0.3871,0.439,2023-06-30,0,30,34,5
8,0.1574,0.3236,0.514,2023-06-30,0,30,34,5
9,0.1877,0.347,0.459,2023-06-30,0,30,34,5
10,0.1408,0.2659,0.471,2023-06-30,0,30,34,5
11,0.15,0.3377,0.556,2023-06-30,0,30,34,5
12,0.1525,0.2703,0.436,2023-06-30,0,30,34,5
13,0.172,0.306,0.438,2023-06-30,0,30,34,5
14,0.11,0.2107,0.478,2023-06-30,0,30,34,5
15,0.2058,0.37,0.444,2023-06-30,0,30,34,5
16,0.1437,0.2889,0.503,2023-06-30,0,30,34,5
1,0.1364,0.2375,0.426,2023-06-30,0,31,34,5
2,0.1256,0.2126,0.409,2023-06-30,0,31,34,5
3,0.1114,0.2121,0.475,2023-06-30,0,31,34,5
4,0.1417,0.26,0.455,2023-06-30,0,31,34,5
5,0.1672,0.2981,0.439,2023-06-30,0,31,34,5
6,0.1652,0.2605,0.366,2023-06-30,0,31,34,5
7,0.153,0.259,0.409,2023-06-30,0,31,34,5
8,0.1373,0.2292,0.401,2023-06-30,0,31,34,5
9,0.1417,0.2458,0.423,2023-06-30,0,31,34,5
10,0.1486,0.2449,0.393,2023-06-30,0,31,34,5
11,0.1457,0.2625,0.445,2023-06-30,0,31,34,5
12,0.1422,0.2669,0.467,2023-06-30,0,31,34,5
13,0.1505,0.2698,0.442,2023-06-30,0,31,34,5
14,0.1628,0.2556,0.363,2023-06-30,0,31,34,5
15,0.1452,0.2522,0.424,2023-06-30,0,31,34,5
16,0.1217,0.196,0.379,2023-06-30,0,31,34,5
1,0.1437,0.2493,0.424,2023-06-30,0,32,34,5
2,0.1461,0.2634,0.445,2023-06-30,0,32,34,5
3,0.1442,0.2683,0.463,2023-06-30,0,32,34,5
4,0.1818,0.3138,0.421,2023-06-30,0,32,34,5
5,0.1608,0.3021,0.468,2023-06-30,0,32,34,5
6,0.1359,0.2253,0.397,2023-06-30,0,32,34,5
7,0.1334,0.2561,0.479,2023-06-30,0,32,34,5
8,0.1261,0.2258,0.442,2023-06-30,0,32,34,5
9,0.1696,0.2859,0.407,2023-06-30,0,32,34,5
10,0.1579,0.2864,0.449,2023-06-30,0,32,34,5
11,0.1466,0.2849,0.485,2023-06-30,0,32,34,5
12,0.1662,0.2898,0.427,2023-06-30,0,32,34,5
13,0.1559,0.283,0.449,2023-06-30,0,32,34,5
14,0.1207,0.2058,0.413,2023-06-30,0,32,34,5
15,0.1325,0.2537,0.478,2023-06-30,0,32,34,5
16,0.1256,0.2336,0.462,2023-06-30,0,32,34,5
1,0.1457,0.2537,0.426,2023-06-30,0,34,34,5
2,0.1838,0.2737,0.329,2023-06-30,0,34,34,5
3,0.1373,0.2243,0.388,2023-06-30,0,34,34,5
4,0.1515,0.262,0.422,2023-06-30,0,34,34,5
5,0.1823,0.2644,0.311,2023-06-30,0,34,34,5
6,0.1266,0.2278,0.444,2023-06-30,0,34,34,5
7,0.1642,0.2898,0.433,2023-06-30,0,34,34,5
8,0.1496,0.2283,0.345,2023-06-30,0,34,34,5
9,0.176,0.281,0.374,2023-06-30,0,34,34,5
10,0.1667,0.283,0.411,2023-06-30,0,34,34,5
11,0.1804,0.2561,0.296,2023-06-30,0,34,34,5
12,0.1383,0.2395,0.422,2023-06-30,0,34,34,5
1,0.1716,0.2502,0.314,2023-06-30,0,35,34,5
2,0.1584,0.2605,0.392,2023-06-30,0,35,34,5
3,0.1544,0.2952,0.477,2023-06-30,0,35,34,5
4,0.1496,0.2781,0.462,2023-06-30,0,35,34,5
5,0.1662,0.3016,0.449,2023-06-30,0,35,34,5
6,0.1349,0.2444,0.448,2023-06-30,0,35,34,5
7,0.1711,0.26,0.342,2023-06-30,0,35,34,5
8,0.1535,0.2546,0.397,2023-06-30,0,35,34,5
9,0.1642,0.3201,0.487,2023-06-30,0,35,34,5
10,0.1471,0.2693,0.454,2023-06-30,0,35,34,5
