Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
27.06.23;20:17:58;1;0;0.1779;0.1584;0.1686;0.1813;0.1701;0.1588;0.1398;0.1481;0.2351;0.2190;0.2893;0.2972;0.2781;0.2742;0.2532;0.2639;0.243;0.277;0.417;0.390;0.388;0.421;0.448;0.439;
