Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;
30.06.23;21:55:20;1;0;0.1500;0.1427;0.1672;0.1686;0.1681;0.1676;0.1564;0.1530;0.1369;0.1896;0.1520;0.1931;0.1549;0.1427;0.1422;0.2581;0.2307;0.2317;0.2605;0.2527;0.2713;0.2776;0.2424;0.2248;0.2864;0.2507;0.2571;0.2468;0.2537;0.2185;0.419;0.381;0.278;0.353;0.335;0.382;0.437;0.369;0.391;0.338;0.394;0.249;0.372;0.437;0.349;
