Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
30.06.23;21:53:44;1;0;0.1017;0.1764;0.1349;0.1779;0.1466;0.1251;0.1383;0.1452;0.1276;0.1676;0.1369;0.1559;0.1515;0.1266;0.1554;0.1447;0.1857;0.3118;0.2595;0.2923;0.2615;0.2097;0.2478;0.2571;0.2346;0.3109;0.2693;0.2693;0.2674;0.2146;0.2825;0.2537;0.453;0.434;0.480;0.391;0.439;0.403;0.442;0.435;0.456;0.461;0.492;0.421;0.433;0.410;0.450;0.430;
