Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
30.06.23;21:19:01;1;0;0.1457;0.1388;0.1535;0.1413;0.1413;0.1359;0.1461;0.1471;0.1500;0.1388;0.1559;0.1295;0.2835;0.2708;0.2937;0.2610;0.2444;0.2566;0.2942;0.2889;0.2825;0.2590;0.2791;0.2410;0.486;0.487;0.478;0.459;0.422;0.470;0.503;0.491;0.469;0.464;0.441;0.462;
