Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
30.06.23;21:54:37;1;0;0.1383;0.1403;0.1442;0.1808;0.1887;0.1124;0.2058;0.1300;0.1505;0.1784;0.1549;0.2014;0.0899;0.2019;0.2346;0.2121;0.2341;0.2942;0.2830;0.1852;0.3123;0.2219;0.2219;0.2786;0.2634;0.2830;0.1486;0.3109;0.410;0.339;0.384;0.385;0.333;0.393;0.341;0.414;0.322;0.360;0.412;0.288;0.395;0.351;
