dateCBASS,CBASSrun,uniquePosition,site,fieldTag,Temp,rack.col,rack.position,F,Fm,Y
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,35,Florida,2,0.1848,0.2517,0.266
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,35,Florida,3,0.1818,0.2263,0.197
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,35,Florida,4,0.1325,0.1672,0.208
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,35,Florida,5,0.1676,0.2903,0.423
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,35,Florida,6,0.1369,0.2146,0.362
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,35,Florida,7,0.1339,0.2111,0.366
2023-06-21T00:00:00Z,2,Run2.F1,M1218,B66,37,Florida,1,0.1432,0.1466,0
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,37,Florida,2,0.1325,0.1334,0
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,37,Florida,3,0.1163,0.1197,0
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,37,Florida,4,0.1476,0.1584,0.068
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,37,Florida,5,0.1466,0.153,0.042
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,37,Florida,6,0.1168,0.1281,0.088
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,37,Florida,7,0.1232,0.1325,0.07
2023-06-21T00:00:00Z,2,Run2.Y1,U3026-2,B33,36,Yellow,1,0.1271,0.1276,0
2023-06-21T00:00:00Z,2,Run2.Y2,U3026-2,B40,36,Yellow,2,0.109,0.1153,0.055
2023-06-21T00:00:00Z,2,Run2.Y3,U1029-2,B34,36,Yellow,3,0.1466,0.154,0.048
2023-06-21T00:00:00Z,2,Run2.Y4,U1029-2,B37,36,Yellow,4,0.1901,0.2033,0.065
2023-06-21T00:00:00Z,2,Run2.Y5,S1208,B35,36,Yellow,5,0.1574,0.1608,0
2023-06-21T00:00:00Z,2,Run2.Y6,S1208,B32,36,Yellow,6,0.1364,0.1437,0.051
2023-06-21T00:00:00Z,2,Run2.Y7,M1218,B69,36,Yellow,7,0.1544,0.1549,0
2023-06-21T00:00:00Z,2,Run2.Y8,U1029-2,B79,36,Yellow,8,0.1295,0.129,0
2023-06-21T00:00:00Z,2,Run2.F1,M1218,B66,36,Florida,1,0.1266,0.1281,0
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,36,Florida,2,0.129,0.1349,0.043
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,36,Florida,3,0.1163,0.1188,0
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,36,Florida,4,0.1378,0.1554,0.113
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,36,Florida,5,0.1505,0.175,0.14
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,36,Florida,6,0.1193,0.1505,0.208
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,36,Florida,7,0.1144,0.1408,0.188
2023-06-21T00:00:00Z,2,Run2.F1,M1218,B66,34,Florida,1,0.1618,0.2366,0.316
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,34,Florida,2,0.1745,0.3055,0.429
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,34,Florida,3,0.2063,0.2727,0.244
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,34,Florida,4,0.1613,0.2722,0.408
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,34,Florida,5,0.1549,0.2928,0.471
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,34,Florida,6,0.1315,0.239,0.45
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,34,Florida,7,0.1285,0.237,0.458
2023-06-21T00:00:00Z,2,Run2.F1,M1218,B66,33,Florida,1,0.1422,0.262,0.457
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,33,Florida,2,0.1535,0.2918,0.474
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,33,Florida,3,0.1549,0.2972,0.479
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,33,Florida,4,0.1574,0.2889,0.455
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,33,Florida,5,0.1496,0.2674,0.441
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,33,Florida,6,0.132,0.2586,0.49
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,33,Florida,7,0.1378,0.2722,0.494
2023-06-21T00:00:00Z,2,Run2.Y1,U3026-2,B33,35,Yellow,1,0.151,0.2014,0.25
2023-06-21T00:00:00Z,2,Run2.Y2,U3026-2,B40,35,Yellow,2,0.1515,0.2131,0.289
2023-06-21T00:00:00Z,2,Run2.Y3,U1029-2,B34,35,Yellow,3,0.1672,0.1975,0.153
2023-06-21T00:00:00Z,2,Run2.Y4,U1029-2,B37,35,Yellow,4,0.2019,0.2248,0.102
2023-06-21T00:00:00Z,2,Run2.Y5,S1208,B35,35,Yellow,5,0.1657,0.2121,0.219
2023-06-21T00:00:00Z,2,Run2.Y6,S1208,B32,35,Yellow,6,0.2009,0.2234,0.101
2023-06-21T00:00:00Z,2,Run2.Y7,M1218,B69,35,Yellow,7,0.1725,0.2185,0.21
2023-06-21T00:00:00Z,2,Run2.Y8,U1029-2,B79,35,Yellow,8,0.1716,0.1994,0.14
2023-06-21T00:00:00Z,2,Run2.O1,K1033,B16,30,Orange,1,0.1413,0.2537,0.443
2023-06-21T00:00:00Z,2,Run2.O2,U3026-2,B39,30,Orange,2,0.1613,0.3055,0.472
2023-06-21T00:00:00Z,2,Run2.O3,O2263,B46,30,Orange,3,0.1588,0.2923,0.457
2023-06-21T00:00:00Z,2,Run2.O4,K1033,B13,30,Orange,4,0.1535,0.2659,0.423
2023-06-21T00:00:00Z,2,Run2.O5,O2263,B48,30,Orange,5,0.1486,0.2683,0.446
2023-06-21T00:00:00Z,2,Run2.O6,K1033,B14,30,Orange,6,0.1442,0.2551,0.435
2023-06-21T00:00:00Z,2,Run2.O7,O2263,B45,30,Orange,7,0.1408,0.2786,0.495
2023-06-21T00:00:00Z,2,Run2.Y1,U3026-2,B33,30,Yellow,1,0.1398,0.2962,0.528
2023-06-21T00:00:00Z,2,Run2.Y2,U3026-2,B40,30,Yellow,2,0.1579,0.3206,0.508
2023-06-21T00:00:00Z,2,Run2.Y3,U1029-2,B34,30,Yellow,3,0.1329,0.2429,0.453
2023-06-21T00:00:00Z,2,Run2.Y4,U1029-2,B37,30,Yellow,4,0.1393,0.2815,0.505
2023-06-21T00:00:00Z,2,Run2.Y5,S1208,B35,30,Yellow,5,0.1486,0.2923,0.492
2023-06-21T00:00:00Z,2,Run2.Y6,S1208,B32,30,Yellow,6,0.1388,0.2864,0.515
2023-06-21T00:00:00Z,2,Run2.Y7,M1218,B69,30,Yellow,7,0.1026,0.2131,0.518
2023-06-21T00:00:00Z,2,Run2.Y8,U1029-2,B79,30,Yellow,8,0.1271,0.2581,0.508
2023-06-21T00:00:00Z,2,Run2.B1,K1033,B15,30,Blue,1,0.1642,0.2752,0.403
2023-06-21T00:00:00Z,2,Run2.B2,O2263,B44,30,Blue,2,0.151,0.2678,0.436
2023-06-21T00:00:00Z,2,Run2.B3,U3026-2,B36,30,Blue,3,0.1608,0.2986,0.462
2023-06-21T00:00:00Z,2,Run2.B4,O2263,B47,30,Blue,4,0.1574,0.2674,0.411
2023-06-21T00:00:00Z,2,Run2.B5,U3026-2,B31,30,Blue,5,0.1652,0.3221,0.487
2023-06-21T00:00:00Z,2,Run2.B6,V1523,B74,30,Blue,6,0.1681,0.2937,0.428
2023-06-21T00:00:00Z,2,Run2.B7,V1523,B72,30,Blue,7,0.1559,0.2757,0.434
2023-06-21T00:00:00Z,2,Run2.F1,M1218,B66,30,Florida,1,0.154,0.2854,0.461
2023-06-21T00:00:00Z,2,Run2.F2,M1218,B64,30,Florida,2,0.1735,0.3177,0.454
2023-06-21T00:00:00Z,2,Run2.F3,M1218,B62,30,Florida,3,0.1554,0.2942,0.472
2023-06-21T00:00:00Z,2,Run2.F4,S1208,B76,30,Florida,4,0.1544,0.2703,0.429
2023-06-21T00:00:00Z,2,Run2.F5,S1208,B80,30,Florida,5,0.1413,0.2727,0.482
2023-06-21T00:00:00Z,2,Run2.F6,V1523,B75,30,Florida,6,0.1388,0.2576,0.461
2023-06-21T00:00:00Z,2,Run2.F7,V1523,B73,30,Florida,7,0.1525,0.2669,0.429
2023-06-21T00:00:00Z,2,Run2.O1,K1033,B16,32,Orange,1,0.1437,0.2683,0.464
2023-06-21T00:00:00Z,2,Run2.O2,U3026-2,B39,32,Orange,2,0.1554,0.2605,0.403
2023-06-21T00:00:00Z,2,Run2.O3,O2263,B46,32,Orange,3,0.1549,0.241,0.357
2023-06-21T00:00:00Z,2,Run2.O4,K1033,B13,32,Orange,4,0.1598,0.2757,0.42
2023-06-21T00:00:00Z,2,Run2.O5,O2263,B48,32,Orange,5,0.1637,0.2551,0.358
2023-06-21T00:00:00Z,2,Run2.O6,K1033,B14,32,Orange,6,0.1056,0.1901,0.445
2023-06-21T00:00:00Z,2,Run2.O7,O2263,B45,32,Orange,7,0.1667,0.2678,0.378
2023-06-21T00:00:00Z,2,Run2.O8,O2263,B49,32,Orange,8,0.1481,0.2678,0.447
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,30,Pink,1,0.1442,0.2854,0.495
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,30,Pink,2,0.1339,0.2639,0.493
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,30,Pink,3,0.1256,0.2498,0.497
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,30,Pink,4,0.1403,0.2801,0.499
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,30,Pink,5,0.1403,0.2786,0.496
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,30,Pink,6,0.154,0.2854,0.461
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,30,Pink,7,0.1588,0.2913,0.455
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,30,Pink,8,0.1486,0.2815,0.472
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,32,Florida,1,0.1618,0.306,0.471
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,32,Florida,2,0.15,0.2874,0.478
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,32,Florida,3,0.1437,0.2903,0.505
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,32,Florida,4,0.1471,0.262,0.438
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,32,Florida,5,0.1427,0.262,0.455
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,32,Florida,6,0.153,0.2913,0.475
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,32,Florida,7,0.1535,0.263,0.416
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,32,Florida,8,0.152,0.2537,0.401
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,38,Pink,1,0.064,0.0626,0
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,38,Pink,2,0.0543,0.0533,0
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,38,Pink,3,0.1618,0.1593,0
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,38,Pink,4,0.1764,0.1725,0
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,38,Pink,5,0.0914,0.0909,0
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,38,Pink,6,0.0968,0.0963,0
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,38,Pink,7,0.0577,0.0552,0
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,38,Pink,8,0.0894,0.0894,0
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,38,Orange,1,0.0728,0.0743,0
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,38,Orange,2,0.0601,0.0606,0
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,38,Orange,3,0.2542,0.2586,0.017
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,38,Orange,4,0.0635,0.066,0
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,38,Orange,5,0.3294,0.3226,0
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,38,Orange,6,0.0611,0.0606,0
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,38,Orange,7,0.0621,0.0616,0
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,38,Orange,8,0.0894,0.087,0
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,38,Yellow,1,0.0582,0.0601,0
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,38,Yellow,2,0.0611,0.063,0
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,38,Yellow,3,0.0987,0.0997,0
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,38,Yellow,4,0.0621,0.0616,0
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,38,Yellow,5,0.0523,0.0523,0
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,38,Yellow,6,0.0474,0.0459,0
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,38,Yellow,7,0.0831,0.085,0
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,38,Yellow,8,0.0968,0.0982,0
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,38,Blue,1,0.0704,0.0699,0
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,38,Blue,2,0.1681,0.1637,0
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,38,Blue,3,0.0948,0.0929,0
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,38,Blue,4,0.0758,0.0758,0
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,38,Blue,5,0.4125,0.4052,0
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,38,Blue,6,0.0518,0.0523,0
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,38,Blue,7,0.1911,0.2063,0.073
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,38,Blue,8,0.0528,0.0538,0
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,38,Florida,1,0.0758,0.0748,0
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,38,Florida,2,0.1862,0.1843,0
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,38,Florida,3,0.0953,0.0938,0
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,38,Florida,4,0.1804,0.1784,0
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,38,Florida,5,0.0973,0.0973,0
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,38,Florida,6,0.1867,0.1882,0
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,38,Florida,7,0.064,0.0674,0
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,38,Florida,8,0.0792,0.0782,0
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,37,Pink,1,0.1559,0.1569,0
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,37,Pink,2,0.0987,0.1017,0
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,37,Pink,3,0.1144,0.1183,0
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,37,Pink,4,0.1246,0.1266,0
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,37,Pink,5,0.0958,0.1002,0.044
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,37,Pink,6,0.1281,0.131,0
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,37,Pink,7,0.0841,0.086,0
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,37,Pink,8,0.1281,0.131,0
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,37,Orange,1,0.1193,0.1232,0
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,37,Orange,2,0.1246,0.1369,0.089
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,37,Orange,3,0.1276,0.1344,0.051
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,37,Orange,4,0.1466,0.1466,0
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,37,Orange,5,0.1598,0.1608,0
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,37,Orange,6,0.1344,0.1373,0
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,37,Orange,7,0.1452,0.1471,0
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,37,Orange,8,0.1667,0.174,0.042
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,37,Yellow,1,0.1662,0.1632,0
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,37,Yellow,2,0.1344,0.1354,0
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,37,Yellow,3,0.1452,0.1486,0
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,37,Yellow,4,0.1569,0.1559,0
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,37,Yellow,5,0.1168,0.1183,0
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,37,Yellow,6,0.1061,0.107,0
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,37,Yellow,7,0.152,0.1525,0
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,37,Yellow,8,0.1393,0.1403,0
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,37,Blue,1,0.0733,0.0762,0
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,37,Blue,2,0.1251,0.132,0.052
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,37,Blue,3,0.1774,0.1813,0
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,37,Blue,4,0.1706,0.1725,0
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,37,Blue,5,0.1725,0.1755,0
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,37,Blue,6,0.1823,0.1843,0
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,37,Blue,7,0.1486,0.151,0
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,37,Blue,8,0.1476,0.154,0.041
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,30,Orange,1,0.1378,0.2659,0.482
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,30,Orange,2,0.1378,0.2776,0.504
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,30,Orange,3,0.1398,0.2654,0.473
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,30,Orange,4,0.1427,0.2649,0.461
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,30,Orange,5,0.1584,0.303,0.477
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,30,Orange,6,0.1422,0.2664,0.466
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,30,Orange,7,0.1271,0.2835,0.552
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,30,Orange,8,0.1153,0.2175,0.47
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,37,Florida,1,0.1613,0.1642,0
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,37,Florida,2,0.1613,0.1672,0.035
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,37,Florida,3,0.11,0.1168,0.059
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,37,Florida,4,0.1852,0.1862,0
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,37,Florida,5,0.1906,0.2019,0.056
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,37,Florida,6,0.2307,0.2375,0.029
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,37,Florida,7,0.1887,0.196,0.037
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,37,Florida,8,0.109,0.1447,0.247
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,36,Pink,1,0.1789,0.1921,0.069
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,36,Pink,2,0.1852,0.1965,0.057
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,36,Pink,3,0.1598,0.194,0.176
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,36,Pink,4,0.1681,0.1764,0.047
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,36,Pink,5,0.154,0.1681,0.084
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,36,Pink,6,0.1652,0.1789,0.077
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,36,Pink,7,0.153,0.1618,0.054
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,36,Pink,8,0.1491,0.1647,0.095
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,36,Orange,1,0.1413,0.1569,0.1
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,36,Orange,2,0.175,0.1848,0.053
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,36,Orange,3,0.1515,0.1623,0.066
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,36,Orange,4,0.1637,0.1804,0.092
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,36,Orange,5,0.1544,0.1535,0
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,36,Orange,6,0.154,0.1613,0.045
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,36,Orange,7,0.1657,0.1745,0.05
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,36,Orange,8,0.1285,0.1471,0.126
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,36,Yellow,1,0.1608,0.1618,0
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,36,Yellow,2,0.1647,0.1818,0.094
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,36,Yellow,3,0.1593,0.172,0.074
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,36,Yellow,4,0.1979,0.2082,0.049
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,36,Yellow,5,0.1427,0.1603,0.11
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,36,Yellow,6,0.1642,0.1691,0.029
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,36,Yellow,7,0.1593,0.1764,0.097
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,36,Yellow,8,0.173,0.1994,0.132
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,36,Blue,1,0.1598,0.1789,0.107
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,36,Blue,2,0.1906,0.1979,0.037
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,36,Blue,3,0.1623,0.1852,0.124
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,36,Blue,4,0.1896,0.1911,0
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,36,Blue,5,0.1784,0.1804,0
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,36,Blue,6,0.1388,0.1461,0.05
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,36,Blue,7,0.153,0.1745,0.123
2023-06-22T00:00:00Z,3,Run3.B8,T1247,B57,36,Blue,8,0.1569,0.1706,0.08
2023-06-22T00:00:00Z,3,Run3.F1,T1247,B77,36,Florida,1,0.1769,0.1843,0.04
2023-06-22T00:00:00Z,3,Run3.F2,V1524,B121,36,Florida,2,0.1276,0.1491,0.144
2023-06-22T00:00:00Z,3,Run3.F3,C1300/C1445,B130,36,Florida,3,0.0973,0.1114,0.127
2023-06-22T00:00:00Z,3,Run3.F4,V1524,B123,36,Florida,4,0.1246,0.1334,0.066
2023-06-22T00:00:00Z,3,Run3.F5,C1300/C1445,B126,36,Florida,5,0.1574,0.1691,0.069
2023-06-22T00:00:00Z,3,Run3.F6,V1524,B122,36,Florida,6,0.1339,0.151,0.113
2023-06-22T00:00:00Z,3,Run3.F7,V1524,B59,36,Florida,7,0.1373,0.1515,0.094
2023-06-22T00:00:00Z,3,Run3.F8,V1524,B58,36,Florida,8,0.1481,0.1559,0.05
2023-06-22T00:00:00Z,3,Run3.P1,R1212,B54,35,Pink,1,0.153,0.1804,0.152
2023-06-22T00:00:00Z,3,Run3.P2,T1247,B71,35,Pink,2,0.1652,0.195,0.153
2023-06-22T00:00:00Z,3,Run3.P3,C1300/C1445,B124,35,Pink,3,0.1183,0.1598,0.26
2023-06-22T00:00:00Z,3,Run3.P4,C1300/C1445,B128,35,Pink,4,0.1378,0.2038,0.324
2023-06-22T00:00:00Z,3,Run3.P5,R1212,B53,35,Pink,5,0.1559,0.1848,0.156
2023-06-22T00:00:00Z,3,Run3.P6,R1212,B52,35,Pink,6,0.1735,0.2209,0.215
2023-06-22T00:00:00Z,3,Run3.P7,V1517,B101,35,Pink,7,0.1642,0.2014,0.184
2023-06-22T00:00:00Z,3,Run3.P8,V1517,B105,35,Pink,8,0.1388,0.1808,0.232
2023-06-22T00:00:00Z,3,Run3.O1,T1247,B38,35,Orange,1,0.1906,0.2204,0.135
2023-06-22T00:00:00Z,3,Run3.O2,NA,NA,35,Orange,2,0.1691,0.2498,0.323
2023-06-22T00:00:00Z,3,Run3.O3,C1300/C1445,B127,35,Orange,3,0.1481,0.2307,0.358
2023-06-22T00:00:00Z,3,Run3.O4,C1300/C1445,B125,35,Orange,4,0.1481,0.2239,0.338
2023-06-22T00:00:00Z,3,Run3.O5,V2510,B146,35,Orange,5,0.1515,0.1989,0.238
2023-06-22T00:00:00Z,3,Run3.O6,V2510,B141,35,Orange,6,0.1564,0.1965,0.204
2023-06-22T00:00:00Z,3,Run3.O7,V1517,B104,35,Orange,7,0.1481,0.2082,0.289
2023-06-22T00:00:00Z,3,Run3.O8,R1212,B56,35,Orange,8,0.1398,0.2341,0.403
2023-06-22T00:00:00Z,3,Run3.Y1,V1517,B103,35,Yellow,1,0.1427,0.1975,0.277
2023-06-22T00:00:00Z,3,Run3.Y2,T2253,B92,35,Yellow,2,0.1398,0.1755,0.203
2023-06-22T00:00:00Z,3,Run3.Y3,T2253,B148,35,Yellow,3,0.1417,0.2141,0.338
2023-06-22T00:00:00Z,3,Run3.Y4,T2253,B147,35,Yellow,4,0.1398,0.2111,0.338
2023-06-22T00:00:00Z,3,Run3.Y5,V2510,B143,35,Yellow,5,0.1505,0.2424,0.379
2023-06-22T00:00:00Z,3,Run3.Y6,V1517,B102,35,Yellow,6,0.1339,0.1838,0.271
2023-06-22T00:00:00Z,3,Run3.Y7,R1212,B51,35,Yellow,7,0.1784,0.2204,0.191
2023-06-22T00:00:00Z,3,Run3.Y8,T1247,B78,35,Yellow,8,0.1471,0.2107,0.302
2023-06-22T00:00:00Z,3,Run3.B1,T2253,B93,35,Blue,1,0.1398,0.2058,0.321
2023-06-22T00:00:00Z,3,Run3.B2,T2253,B149,35,Blue,2,0.153,0.217,0.295
2023-06-22T00:00:00Z,3,Run3.B3,T2253,B91,35,Blue,3,0.1818,0.237,0.233
2023-06-22T00:00:00Z,3,Run3.B4,V2510,B145,35,Blue,4,0.1285,0.1911,0.327
2023-06-22T00:00:00Z,3,Run3.B5,V2510,B144,35,Blue,5,0.1662,0.2043,0.187
2023-06-22T00:00:00Z,3,Run3.B6,V2510,B142,35,Blue,6,0.1281,0.1979,0.353
2023-06-22T00:00:00Z,3,Run3.B7,R1212,B55,35,Blue,7,0.1408,0.2136,0.341
