Tank,DateTime,Temperature °C,Light,dateCBASS,offset,rawTempC
30C,2023-06-20T12:02:41Z,28.17145856584822,861,2023-06-20,0.11291329520089022,28.28437186104911
30C,2023-06-20T12:04:41Z,29.029466378348218,343,2023-06-20,0.11291329520089022,29.142379673549108
30C,2023-06-20T12:06:41Z,29.37266950334822,318,2023-06-20,0.11291329520089022,29.48558279854911
30C,2023-06-20T12:08:41Z,29.587171456473218,274,2023-06-20,0.11291329520089022,29.700084751674108
30C,2023-06-20T12:10:41Z,29.71587262834822,327,2023-06-20,0.11291329520089022,29.82878592354911
30C,2023-06-20T12:12:41Z,29.75877301897322,282,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:14:41Z,29.75877301897322,338,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:16:41Z,29.75877301897322,279,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:18:41Z,29.75877301897322,280,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:20:41Z,29.71587262834822,260,2023-06-20,0.11291329520089022,29.82878592354911
30C,2023-06-20T12:22:41Z,29.71587262834822,275,2023-06-20,0.11291329520089022,29.82878592354911
30C,2023-06-20T12:24:41Z,29.75877301897322,302,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:26:41Z,29.75877301897322,283,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:28:41Z,29.75877301897322,317,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:30:41Z,29.75877301897322,328,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:32:41Z,29.75877301897322,48,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:34:41Z,29.75877301897322,46,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:36:41Z,29.75877301897322,264,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:38:41Z,29.75877301897322,129,2023-06-20,0.11291329520089022,29.87168631417411
30C,2023-06-20T12:40:41Z,29.80167340959822,174,2023-06-20,0.11291329520089022,29.91458670479911
30C,2023-06-20T12:42:41Z,29.84457380022322,11269,2023-06-20,0.11291329520089022,29.95748709542411
30C,2023-06-20T12:44:41Z,30.05907575334822,11622,2023-06-20,0.11291329520089022,30.17198904854911
30C,2023-06-20T12:46:41Z,30.05907575334822,11520,2023-06-20,0.11291329520089022,30.17198904854911
30C,2023-06-20T12:48:41Z,30.05907575334822,11745,2023-06-20,0.11291329520089022,30.17198904854911
30C,2023-06-20T12:50:41Z,30.101976143973218,11914,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T12:52:41Z,30.101976143973218,11852,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T12:54:41Z,30.144876534598218,11279,2023-06-20,0.11291329520089022,30.25778982979911
30C,2023-06-20T12:56:41Z,30.05907575334822,11479,2023-06-20,0.11291329520089022,30.17198904854911
30C,2023-06-20T12:58:41Z,30.101976143973218,11566,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:00:41Z,30.05907575334822,10465,2023-06-20,0.11291329520089022,30.17198904854911
30C,2023-06-20T13:02:41Z,30.101976143973218,11136,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:04:41Z,30.101976143973218,11934,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:06:41Z,30.101976143973218,11688,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:08:41Z,30.18777692522322,12211,2023-06-20,0.11291329520089022,30.30069022042411
30C,2023-06-20T13:10:41Z,30.144876534598218,12656,2023-06-20,0.11291329520089022,30.25778982979911
30C,2023-06-20T13:12:41Z,30.101976143973218,12380,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:14:41Z,30.101976143973218,11847,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:16:41Z,30.101976143973218,12400,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:18:41Z,30.101976143973218,12477,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:20:41Z,30.144876534598218,12615,2023-06-20,0.11291329520089022,30.25778982979911
30C,2023-06-20T13:22:41Z,30.101976143973218,12103,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:24:41Z,30.101976143973218,12247,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:26:41Z,30.101976143973218,12687,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:28:41Z,30.101976143973218,12119,2023-06-20,0.11291329520089022,30.214889439174108
30C,2023-06-20T13:30:41Z,30.144876534598218,12574,2023-06-20,0.11291329520089022,30.25778982979911
30C,2023-06-20T13:32:41Z,30.18777692522322,11765,2023-06-20,0.11291329520089022,30.30069022042411
30C,2023-06-20T13:34:41Z,30.18777692522322,12554,2023-06-20,0.11291329520089022,30.30069022042411
30C,2023-06-20T13:36:41Z,30.23067731584822,12252,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T13:38:41Z,30.23067731584822,12369,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T13:40:41Z,30.23067731584822,12523,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T13:42:41Z,30.23067731584822,12211,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T13:44:41Z,30.23067731584822,12518,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T13:46:41Z,30.27357770647322,12595,2023-06-20,0.11291329520089022,30.38649100167411
30C,2023-06-20T13:48:41Z,30.31647809709822,15477,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T13:50:41Z,30.35937848772322,16716,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T13:52:41Z,30.35937848772322,15395,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T13:54:41Z,30.35937848772322,15395,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T13:56:41Z,30.31647809709822,13204,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T13:58:41Z,30.27357770647322,12707,2023-06-20,0.11291329520089022,30.38649100167411
30C,2023-06-20T14:00:41Z,30.31647809709822,13864,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:02:41Z,30.31647809709822,11688,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:04:41Z,30.31647809709822,11560,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:06:41Z,30.31647809709822,13660,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:08:41Z,30.31647809709822,11089,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:10:41Z,30.35937848772322,11939,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:12:41Z,30.35937848772322,13450,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:14:41Z,30.40227887834822,13153,2023-06-20,0.11291329520089022,30.51519217354911
30C,2023-06-20T14:16:41Z,30.40227887834822,12697,2023-06-20,0.11291329520089022,30.51519217354911
30C,2023-06-20T14:18:41Z,30.40227887834822,13619,2023-06-20,0.11291329520089022,30.51519217354911
30C,2023-06-20T14:20:41Z,30.40227887834822,13568,2023-06-20,0.11291329520089022,30.51519217354911
30C,2023-06-20T14:22:41Z,30.40227887834822,11996,2023-06-20,0.11291329520089022,30.51519217354911
30C,2023-06-20T14:24:41Z,30.31647809709822,13701,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:26:41Z,30.35937848772322,12661,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:28:41Z,30.35937848772322,12492,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:30:41Z,30.35937848772322,12999,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:32:41Z,30.31647809709822,13470,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:34:41Z,30.35937848772322,13214,2023-06-20,0.11291329520089022,30.47229178292411
30C,2023-06-20T14:36:41Z,30.27357770647322,12369,2023-06-20,0.11291329520089022,30.38649100167411
30C,2023-06-20T14:38:41Z,30.31647809709822,12149,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:40:41Z,30.23067731584822,13071,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T14:42:41Z,30.31647809709822,15144,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:44:41Z,30.31647809709822,16056,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:46:41Z,30.31647809709822,15682,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:48:41Z,30.31647809709822,16087,2023-06-20,0.11291329520089022,30.42939139229911
30C,2023-06-20T14:50:41Z,30.23067731584822,16440,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T14:52:41Z,30.23067731584822,17075,2023-06-20,0.11291329520089022,30.34359061104911
30C,2023-06-20T14:54:41Z,30.144876534598218,15687,2023-06-20,0.11291329520089022,30.25778982979911
30C,2023-06-20T14:56:41Z,30.101976143973218,16394,2023-06-20,0.11291329520089022,30.214889439174108
